"Date","Standardized_score","Policy","Prices","Finance","Growth","Global","Other"
"2020/03/12",-1.79980066521711,-0.240423547001066,-0.234363995447429,-0.411529096908814,-0.269813431714308,-0.0599613689811117,-0.328055721582401
"2020/03/18",-1.201740731491,-0.214596559194821,-0.010729827959741,-0.392711703326522,-0.0703086095256716,-0.0429193118389642,-0.320257128208902
"2020/04/30",-1.37261499826988,-0.271426395862483,-0.272759667337065,-0.26878747403357,-0.270988910463029,0.00157771838881596,-0.0725051313059513
"2020/06/04",-0.85999219793322,-0.157169654119386,-0.120800816404187,-0.138834139862583,-0.173269219659936,-0.0213412402535901,-0.10710654961855
"2020/07/16",-0.85999219793322,-0.060251066384061,-0.0893929279818151,-0.173184660893529,-0.245066087356055,-0.0568345684160308,-0.102168856269207
"2020/09/10",-1.54348926504877,-0.0850443722369133,-0.250357374110145,-0.3137239159883,-0.33905146534299,-0.0655640700558135,-0.17352099837779
"2020/10/29",-1.79980066521711,-0.161728816437267,-0.278613334672461,-0.401630307020227,-0.272386370690618,-0.0507124536757701,-0.270352560928343
"2020/12/10",-1.03086646471211,-0.0929935945398645,-0.161555551181614,-0.17574338972967,-0.193890159094938,-0.013834515049773,-0.252785876758626
"2021/01/21",-0.347369397596556,-0.0291095550247445,-0.0521218373093468,-0.0766200001543592,-0.0574524104944575,-0.0172807503349802,-0.0642583864464412
"2021/03/11",0.507001936297885,0.0180576359394897,0.120932683397859,0.0660983122888346,0.103089347441135,0.0256747694400935,0.0817709318298089
"2021/04/22",1.27593613680288,0.165510932487678,0.217601511702817,0.181334593085681,0.289645617081501,0.0935933774767231,0.160103482289033
"2021/06/10",1.10506187002399,0.0920884891686662,0.251432418465108,0.15606575532795,0.292347985168916,0.0448594803961982,0.140313209178587
"2021/07/07",-0.347369397596556,-0.151273769921081,-0.106451912166686,-0.0112054644385986,0,-0.0224109288771971,-0.0112054644385986
"2021/07/22",-0.347369397596556,-0.051122799538168,-0.104419016734182,-0.020153918927389,-0.0539052327310076,-0.0153604847846867,-0.0423487499695684
"2021/09/09",0.934187603245106,0.105922071974682,0.28148679878914,0.0770374616535228,0.20820409202153,0.0456356013079506,0.0924170092532376
"2021/10/28",1.61768467036066,0.154202521377034,0.667810752488272,0.110552882569607,0.23002462385493,0.0469969552551262,0.103853487637767
"2021/12/16",0.250690536129553,0.0200189317323668,0.0827991998761282,0.0253485674670527,0.0412604190372197,0.00733847957729138,0.0251795564143036
"2022/02/03",1.36137327019233,0.127990094708174,0.637290333596439,0.144091290791304,0.158850934449028,0.0526748153527668,0.0633865954159376
"2022/03/10",0.848750469855662,0.0693769745894586,0.38045890882185,0.0572669926686999,0.131285246387141,0.0242030609511195,0.0757270691699278
"2022/04/14",2.13030747069732,0.23190705722592,0.849869848431136,0.217110332143663,0.278645411525044,0.0512422247450601,0.179812692888537
"2022/06/09",1.36137327019233,0.157134633469584,0.589928308562556,0.120924482087035,0.197765756793724,0.0341261509951539,0.0705099183652068
"2022/06/15",1.27593613680288,0.119767728328184,0.558032690222114,0.134292611448394,0.136606544087473,0.048752286739711,0.0801244563900042
"2022/07/21",0.934187603245106,0.152933758744022,0.362174379272911,0.0824929626878932,0.142523328915747,0.050320381629824,0.0403695736028328
"2022/09/08",1.27593613680288,0.161124024910943,0.492802410596206,0.096371501167405,0.215597658227431,0.0838528544139553,0.0626061314865729
"2022/12/15",0.421564802908441,0.0607565965421256,0.147353595176804,0.0456918540992668,0.0519241974007881,0.0159898418016232,0.0232005719044803
"2023/02/02",0.677876203076774,0.0757571594893216,0.26004178900392,0.0802188903578651,0.0948363264165986,0.0198082497019418,0.0431538446523587
"2023/05/04",0.763313336466218,0.107333608204801,0.258814138076789,0.070453478454643,0.131065144390497,0.0221237616566473,0.0275956560642978
"2023/06/15",-0.261932264207112,-0.0391743918311395,-0.0590839979938074,-0.0277813598263075,-0.0660814932401493,-0.0129297700443477,-0.0143535035772167
"2023/07/13",0.934187603245106,0.112355221557044,0.308339679362467,0.127850545835812,0.137068692080429,0.039868878244719,0.0742381887278391
"2023/07/27",0.0798162693506649,0.00718779689042764,0.0285788453751905,0.00667599779979013,0.018360217547901,0.00225194861195333,0.00306165569954188
"2023/10/07",-0.603680797764888,-0.0930556788260324,-0.165146718244904,-0.0805279920469363,-0.0928755953030277,-0.0474624678499125,-0.0247728289406516
"2023/10/26",-0.603680797764888,-0.0679396043053648,-0.196818255550412,-0.0512475110777946,-0.123066214949766,-0.0110419015975357,-0.028226805663339
"2023/12/14",-1.201740731491,-0.128551976132697,-0.412487462173166,-0.11050780016938,-0.180814904828731,-0.0345543419755847,-0.0266855971111824
"2024/01/25",-0.518243664375444,-0.0485381521732238,-0.160675193815441,-0.0416341108098355,-0.123003744753026,-0.0291712036778536,-0.0321273382757395
"2024/03/07",-0.176495130817667,-0.0172555507361916,-0.0554670513637311,-0.0165196305711903,-0.0375985310998165,-0.0110037087732003,-0.0125032314857351
"2024/04/11",-0.00562086403877932,-0.000684717709692971,-0.0021744746900412,-0.00033854870227499,-0.000815075946981299,-0.000323343305020847,-0.000432359547740005
"2024/06/06",0.507001936297885,0.0469088474660188,0.167382020736514,0.0364324310070463,0.107420348536217,0.0284712452580219,0.0264977958314959
