"Date","SP500","SP500_T1","SP500_T2","SP500_T3","SP500_T4","SP500_T5","SP500_T6","SP500_T7","SP500_T8","SP500_T9","SP500_T10"
"1994/01/03",0.554069306141258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994/01/04",0.526133124404904,0.554069306141258,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994/01/05",0.40696478175315,0.526133124404904,0.554069306141258,NA,NA,NA,NA,NA,NA,NA,NA
"1994/01/06",0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258,NA,NA,NA,NA,NA,NA,NA
"1994/01/07",0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258,NA,NA,NA,NA,NA,NA
"1994/01/10",1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258,NA,NA,NA,NA,NA
"1994/01/11",0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258,NA,NA,NA,NA
"1994/01/12",0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258,NA,NA,NA
"1994/01/13",0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258,NA,NA
"1994/01/14",0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258,NA
"1994/01/17",0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904,0.554069306141258
"1994/01/18",0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315,0.526133124404904
"1994/01/19",0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029,0.40696478175315
"1994/01/20",0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302,0.423070866627029
"1994/01/21",0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228,0.689226118535302
"1994/01/24",0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736,1.21082772279228
"1994/01/25",0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447,0.423807453485736
"1994/01/26",0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396,0.616552390722447
"1994/01/27",0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458,0.501079440278396
"1994/01/28",0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615,0.595052989705458
"1994/01/31",0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175,0.436826297193615
"1994/02/01",0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525,0.400640269888175
"1994/02/02",0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768,0.525926747377525
"1994/02/03",0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412,0.333183191313768
"1994/02/04",2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642,0.387661942645412
"1994/02/07",0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796,0.783792150803642
"1994/02/08",0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671,0.485774334879796
"1994/02/09",0.499760879759581,0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988,0.576175380229671
"1994/02/10",0.895934230099193,0.499760879759581,0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323,0.908786295233988
"1994/02/11",0.904035953017335,0.895934230099193,0.499760879759581,0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835,0.564385327853323
"1994/02/14",0.624843168317035,0.904035953017335,0.895934230099193,0.499760879759581,0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885,0.863193715468835
"1994/02/15",0.673986830618389,0.624843168317035,0.904035953017335,0.895934230099193,0.499760879759581,0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608,0.512068301936885
"1994/02/16",0.469296116858864,0.673986830618389,0.624843168317035,0.904035953017335,0.895934230099193,0.499760879759581,0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652,0.553131710016608
"1994/02/17",1.41593630448797,0.469296116858864,0.673986830618389,0.624843168317035,0.904035953017335,0.895934230099193,0.499760879759581,0.600956675761655,0.962055181301213,2.47092238153499,0.676613708499652
