"Date","Standardized_sentiment_score","Standardized_uncertainty_score"
"April 24, 2012",0.81115335210255,-6.25043643088793
"April 26, 2016",0.820103752467775,-6.24913291620387
"April 27, 2021",0.878724350615481,-6.29840712473291
"April 28, 2015",0.782500056973611,-6.26762840796529
"April 28, 2020",0.536476524183833,-6.38419766938025
"April 29, 2009",0.718179964084497,-6.33897136730758
"April 29, 2014",0.830917462184512,-6.29946688334345
"April 30, 2009",0.505018942099946,-6.36418675649356
"April 30, 2019",0.833448069647461,-6.25457203242669
"April 30-May 1, 2013",0.825906387987391,-6.27571273051953
"April 30-May 1, 2024",0.904121431966767,-6.23408397710734
"August 1, 2011",0.655394377873611,-6.25200855858527
"August 1, 2012",0.746839805602225,-6.29920619870326
"August 10, 2004",0.855508139001699,-6.23391260239653
"August 10, 2010",0.756413253310208,-6.2811903817027
"August 12, 2003",0.943708159858931,-6.2017924647388
"August 12, 2009",0.750172203823812,-6.31472055266856
"August 13, 2002",0.708214261631899,-6.3001115989778
"August 16, 1994",0.856750543831547,-6.22484692965373
"August 18, 1998",0.738441401992994,-6.27557267449712
"August 19, 1997",0.737536424617428,-6.27502591733272
"August 20, 1996",0.706016724805045,-6.24592178975298
"August 21, 2001",0.659099113896653,-6.34123579013708
"August 22, 1995",0.84220225059473,-6.33074785932515
"August 22, 2000",0.745183748054225,-6.27550387504752
"August 24, 1999",0.860964327513012,-6.30816791791768
"August 5, 2008",0.646863185546213,-6.25481415186379
"August 7, 2007",0.670603357684361,-6.24216294696975
"August 8, 2006",0.798667346675502,-6.17330024234545
"August 9, 2005",0.927353801485165,-6.23742907173227
"August 9, 2011",0.668039638982314,-6.31327963047836
"December 10, 2002",0.700906387987391,-6.31142701623382
"December 10, 2019",0.778622934546668,-6.29150331975226
"December 11, 2007",0.656736909172243,-6.29005468777487
"December 11, 2012",0.690801183114745,-6.30062967404112
"December 12, 2006",0.704854081054256,-6.21890295997919
"December 12, 2017",0.898185299552017,-6.23659708426103
"December 12, 2023",0.811648359194479,-6.28817120228033
"December 13, 2005",0.958421684608833,-6.2507725868643
"December 13, 2011",0.73105649150706,-6.30638043238288
"December 13, 2016",0.920452345905442,-6.19016455776206
"December 13, 2022",0.637192634329504,-6.35133124608218
"December 14, 2004",0.944574067825284,-6.26203491896938
"December 14, 2010",0.778882578463582,-6.3127663019481
"December 14, 2021",0.84961353669454,-6.2998440046508
"December 15, 2015",0.813572780192689,-6.2599655094409
"December 15, 2020",0.874944222299198,-6.33686732934536
"December 16, 1997",0.900684904044977,-6.26690874380857
"December 16, 2014",0.80634856485814,-6.22979436317259
"December 17, 1996",0.891382578463582,-6.30445837511883
"December 17, 2013",0.873565206525943,-6.27420143557839
"December 18, 2018",0.791967373785219,-6.24626410896565
"December 19, 1995",0.895100050582541,-6.32948330938305
"December 19, 2000",0.611566064702114,-6.262278916627
"December 20, 1994",0.864766608881833,-6.28915651107358
"December 21, 1999",0.803276851591335,-6.26233953983356
"December 22, 1998",0.809651809232813,-6.32791053271733
"December 9, 2003",0.854516219016577,-6.21004452775455
"February 1, 2000",0.852320078463582,-6.3432350519481
"February 1, 2010",0.729947600885107,-6.25857627952658
"February 1, 2023",0.721466143923192,-6.33530286183668
"February 2, 1999",0.835002756505125,-6.35678521886205
"February 2, 2005",0.977096864177868,-6.33285558766239
"February 3, 1994",0.903037590118594,-6.33140703621384
"February 3, 1998",0.851267965283066,-6.35358829335211
"February 4, 1997",0.87650162608263,-6.3173793971862
"January 14, 2010",0.825559793653455,-6.28828054245443
"January 24, 2012",0.770170457251461,-6.32874303354983
"January 25, 2011",0.879127676502798,-6.28831777253634
"January 25, 2022",0.902832960142971,-6.32233214164276
"January 26, 2010",0.759353238610281,-6.28418286674028
"January 26, 2016",0.714802652813024,-6.26628628336074
"January 26, 2021",0.922211094841231,-6.35629351774772
"January 27, 2004",0.926885537043464,-6.31015905342739
"January 27, 2009",0.620640220384979,-6.35478322334548
"January 27, 2015",0.804280400909143,-6.24538250797825
"January 28, 2003",0.774651060953854,-6.33644091284304
"January 28, 2014",0.840700317255005,-6.32618613625609
"January 28, 2020",0.923354159280633,-6.25966350443478
"January 29, 2002",0.746645736358319,-6.31095709142179
"January 29, 2008",0.66916035624136,-6.27287826339935
"January 29, 2013",0.831465223091681,-6.32648014492331
"January 29, 2019",0.827162394977343,-6.25585689827838
"January 30, 1996",0.797387800395697,-6.33865566226142
"January 30, 2001",0.662643575531031,-6.33027913186013
"January 30, 2007",0.881705159108743,-6.31327033420617
"January 30, 2009",0.618394072716455,-6.28104934792511
"January 30, 2018",0.943218431595331,-6.25588860216408
"January 30, 2024",0.957007578463582,-6.2971413019481
"January 31, 1995",0.807850358893176,-6.27733223273569
"January 31, 2006",0.871851328463582,-6.2455788019481
"January 31-February 1, 1995",0.749277315305687,-6.33135182826389
"January 31-February 1, 2017",0.897890170654471,-6.24573132364008
"July 1, 1997",0.887811149892153,-6.21142701623382
"July 2, 1996",0.823200760281764,-6.24865645346325
"July 23, 2010",0.825808807971779,-6.21462764074592
"July 25, 2017",0.797042955822073,-6.21349350320596
"July 25, 2023",0.789983977064981,-6.25098745579426
"July 26, 2016",0.790559533196092,-6.27615364762711
"July 26, 2022",0.702657088267504,-6.29076875292849
"July 27, 2021",0.889499339292207,-6.29958951287089
"July 28, 2015",0.893993544521023,-6.26293764659562
"July 28, 2020",0.797179679912857,-6.29037801692395
"July 29, 2014",0.912215911796915,-6.2221413019481
"July 30, 2013",0.900078230637495,-6.23482246136839
