Date,High,Low
2017/06/01,13.62,13.62
2017/06/02,13.33,13.33
2017/06/05,13.94,13.94
2017/06/06,14.39,14.39
2017/06/07,14.61,14.61
2017/06/08,14.08,14.08
2017/06/09,13.39,13.39
2017/06/12,14.51,14.51
2017/06/13,13.56,13.56
2017/06/14,13.95,13.95
2017/06/15,14.94,14.94
2017/06/16,13.74,13.74
2017/06/19,13.03,13.03
2017/06/20,14.03,14.03
2017/06/21,14.18,14.18
2017/06/22,14.03,14.03
2017/06/23,14.22,14.22
2017/06/26,13.66,13.66
2017/06/27,14.77,14.77
2017/06/28,14.85,14.85
2017/06/29,17.6,17.6
2017/06/30,17.25,17.25
2017/07/03,14.49,14.49
2017/07/05,14.7,14.7
2017/07/06,15.47,15.47
2017/07/07,15.18,15.18
2017/07/10,14.78,14.78
2017/07/11,14.77,14.77
2017/07/12,13.75,13.75
2017/07/13,13.12,13.12
2017/07/14,12.65,12.65
2017/07/17,12.63,12.63
2017/07/18,13.68,13.68
2017/07/19,13.27,13.27
2017/07/20,13.09,13.09
2017/07/21,15.33,15.33
2017/07/24,15.08,15.08
2017/07/25,13.64,13.64
2017/07/26,13,13
2017/07/27,12.77,12.77
2017/07/28,13.73,13.73
2017/07/31,13.9,13.9
2017/08/01,13.47,13.47
2017/08/02,13.75,13.75
2017/08/03,13.73,13.73
2017/08/04,13.07,13.07
2017/08/07,13.2,13.2
2017/08/08,12.79,12.79
2017/08/09,15.02,15.02
2017/08/10,18.91,18.91
2017/08/11,19.31,19.31
2017/08/14,15.67,15.67
2017/08/15,14.88,14.88
2017/08/16,14.25,14.25
2017/08/17,15.39,15.39
2017/08/18,17.57,17.57
2017/08/21,18.56,18.56
2017/08/22,16.41,16.41
2017/08/23,16.23,16.23
2017/08/24,15.67,15.67
2017/08/25,15.33,15.33
2017/08/28,15.85,15.85
2017/08/29,17.32,17.32
2017/08/30,16.47,16.47
2017/08/31,15.63,15.63
2017/09/01,14.72,14.72
2017/09/05,16.48,16.48
2017/09/06,16.38,16.38
2017/09/07,15.15,15.15
2017/09/08,15.2,15.2
2017/09/11,13.96,13.96
2017/09/12,13.45,13.45
2017/09/13,13.04,13.04
2017/09/14,12.27,12.27
2017/09/15,12.2,12.2
2017/09/18,11.94,11.94
2017/09/19,11.72,11.72
2017/09/20,11.79,11.79
2017/09/21,11.19,11.19
2017/09/22,11.71,11.71
2017/09/25,12.37,12.37
2017/09/26,12.54,12.54
2017/09/27,12.13,12.13
2017/09/28,12.13,12.13
2017/09/29,12.12,12.12
2017/10/02,12.17,12.17
2017/10/03,11.84,11.84
2017/10/04,12.78,12.78
2017/10/05,12.09,12.09
2017/10/06,12.51,12.51
2017/10/09,12.61,12.61
2017/10/10,13.39,13.39
2017/10/11,12.67,12.67
2017/10/12,12.32,12.32
2017/10/13,11.85,11.85
2017/10/16,11.9,11.9
2017/10/17,11.63,11.63
2017/10/18,11.05,11.05
2017/10/19,12.44,12.44
2017/10/20,12.22,12.22
2017/10/23,12.59,12.59
2017/10/24,12.94,12.94
2017/10/25,14.53,14.53
2017/10/26,12.92,12.92
2017/10/27,12.5,12.5
2017/10/30,12.83,12.83
2017/10/31,11.99,11.99
2017/11/01,11.79,11.79
2017/11/02,12.02,12.02
2017/11/03,11.56,11.56
2017/11/06,11.69,11.69
2017/11/07,12.13,12.13
2017/11/08,12.41,12.41
2017/11/09,13.92,13.92
2017/11/10,14.45,14.45
2017/11/13,14.38,14.38
2017/11/14,15.23,15.23
2017/11/15,15.58,15.58
2017/11/16,15.03,15.03
2017/11/17,14.74,14.74
2017/11/20,13.7,13.7
2017/11/21,12.94,12.94
2017/11/22,12.87,12.87
2017/11/24,12.86,12.86
2017/11/27,13.55,13.55
2017/11/28,12.88,12.88
2017/11/29,13.54,13.54
2017/11/30,13.47,13.47
2017/12/01,16.01,16.01
2017/12/04,13.72,13.72
2017/12/05,13.16,13.16
2017/12/06,13.91,13.91
2017/12/07,13.45,13.45
2017/12/08,12.85,12.85
2017/12/11,12.92,12.92
2017/12/12,12.47,12.47
2017/12/13,12.73,12.73
2017/12/14,12.26,12.26
2017/12/15,11.79,11.79
2017/12/18,10.68,10.68
2017/12/19,11.2,11.2
2017/12/20,12.51,12.51
2017/12/21,11.74,11.74
2017/12/22,12.01,12.01
2017/12/26,12.01,12.01
2017/12/27,12.71,12.71
2017/12/28,13.62,13.62
2017/12/29,13.51,13.51
2018/01/02,13.37,13.37
2018/01/03,12.14,12.14
2018/01/04,11.41,11.41
2018/01/05,11.12,11.12
2018/01/08,11.5,11.5
2018/01/09,11.26,11.26
2018/01/10,11.76,11.76
2018/01/11,11.36,11.36
2018/01/12,10.9,10.9
2018/01/16,11.35,11.35
2018/01/17,11.95,11.95
2018/01/18,11.99,11.99
2018/01/19,11.85,11.85
2018/01/22,11.97,11.97
2018/01/23,11.95,11.95
2018/01/24,12.39,12.39
2018/01/25,12.69,12.69
2018/01/26,12.48,12.48
2018/01/29,13.29,13.29
2018/01/30,14.81,14.81
2018/01/31,15.16,15.16
2018/02/01,16.14,16.14
2018/02/02,17.56,17.56
2018/02/05,18.86,18.86
2018/02/06,30.18,30.18
2018/02/07,21.37,21.37
2018/02/08,32.04,32.04
2018/02/09,34.74,34.74
2018/02/12,28.16,28.16
2018/02/13,25.95,25.95
2018/02/14,20.71,20.71
2018/02/15,20.52,20.52
2018/02/16,17.76,17.76
2018/02/20,18.64,18.64
2018/02/21,18.65,18.65
2018/02/22,18.69,18.69
2018/02/23,18.18,18.18
2018/02/26,16.77,16.77
2018/02/27,17.59,17.59
2018/02/28,18,18
2018/03/01,20.57,20.57
2018/03/02,23.39,23.39
2018/03/05,18.89,18.89
2018/03/06,18.69,18.69
2018/03/07,18.15,18.15
2018/03/08,16.61,16.61
2018/03/09,15.41,15.41
2018/03/12,15.4,15.4
2018/03/13,16.62,16.62
2018/03/14,16.91,16.91
2018/03/15,15.22,15.22
2018/03/16,13.39,13.39
2018/03/19,16.5,16.5
2018/03/20,15.38,15.38
2018/03/21,14.85,14.85
2018/03/22,18.55,18.55
2018/03/23,21.08,21.08
2018/03/26,22.05,22.05
2018/03/27,18.98,18.98
2018/03/28,19.69,19.69
2018/03/29,17.44,17.44
2018/04/02,17.44,17.44
2018/04/03,18.81,18.81
2018/04/04,19.58,19.58
2018/04/05,16.9,16.9
2018/04/06,17.44,17.44
2018/04/09,17.35,17.35
2018/04/10,16.32,16.32
2018/04/11,16.98,16.98
2018/04/12,15.81,15.81
2018/04/13,15.3,15.3
2018/04/16,14.5,14.5
2018/04/17,13.29,13.29
2018/04/18,13.04,13.04
2018/04/19,13.74,13.74
2018/04/20,13.76,13.76
2018/04/23,13.33,13.33
2018/04/24,13.41,13.41
2018/04/25,14.66,14.66
2018/04/26,13.68,13.68
2018/04/27,13.13,13.13
2018/04/30,13.72,13.72
2018/05/01,,
2018/05/02,13.53,13.53
2018/05/03,14.46,14.46
2018/05/04,13.42,13.42
2018/05/07,13.32,13.32
2018/05/08,13.72,13.72
2018/05/09,13.35,13.35
2018/05/10,12.82,12.82
2018/05/11,12.44,12.44
2018/05/14,12.64,12.64
2018/05/15,12.68,12.68
2018/05/16,13.57,13.57
2018/05/17,13.08,13.08
2018/05/18,13.97,13.97
2018/05/21,13.78,13.78
2018/05/22,12.98,12.98
2018/05/23,15.06,15.06
2018/05/24,15.69,15.69
2018/05/25,16.02,16.02
2018/05/29,20.15,20.15
2018/05/30,18.34,18.34
2018/05/31,17.65,17.65
2018/06/01,15.62,15.62
2018/06/04,14.36,14.36
2018/06/05,14.8,14.8
2018/06/06,14.8,14.8
2018/06/07,14.42,14.42
2018/06/08,14.96,14.96
2018/06/11,13.99,13.99
2018/06/12,13.69,13.69
2018/06/13,13.2,13.2
2018/06/14,11.44,11.44
2018/06/15,12.13,12.13
2018/06/18,13.76,13.76
2018/06/19,14.87,14.87
2018/06/20,13.98,13.98
2018/06/21,16.09,16.09
2018/06/22,14.21,14.21
2018/06/25,17.87,17.87
2018/06/26,17.24,17.24
2018/06/27,17.18,17.18
2018/06/28,18.42,18.42
2018/06/29,16.63,16.63
2018/07/02,18,18
2018/07/03,16.39,16.39
2018/07/05,15.73,15.73
2018/07/06,14.74,14.74
2018/07/09,14.07,14.07
2018/07/10,12.99,12.99
2018/07/11,14.6,14.6
2018/07/12,13.46,13.46
2018/07/13,12.8,12.8
2018/07/16,13.03,13.03
2018/07/17,12.56,12.56
2018/07/18,11.96,11.96
2018/07/19,12.85,12.85
2018/07/20,13.77,13.77
2018/07/23,14.19,14.19
2018/07/24,12.73,12.73
2018/07/25,13.5,13.5
2018/07/26,12.14,12.14
2018/07/27,11.66,11.66
2018/07/30,12.71,12.71
2018/07/31,12.56,12.56
2018/08/01,13.03,13.03
2018/08/02,14.51,14.51
2018/08/03,13.4,13.4
2018/08/06,13.47,13.47
2018/08/07,12.63,12.63
2018/08/08,12.87,12.87
2018/08/09,12.49,12.49
2018/08/10,15.11,15.11
2018/08/13,15.94,15.94
2018/08/14,15.86,15.86
2018/08/15,18.48,18.48
2018/08/16,16.26,16.26
2018/08/17,16.1,16.1
2018/08/20,14.5,14.5
2018/08/21,13.87,13.87
2018/08/22,13.85,13.85
2018/08/23,13.64,13.64
2018/08/24,13.19,13.19
2018/08/27,13.11,13.11
2018/08/28,13.16,13.16
2018/08/29,12.99,12.99
2018/08/30,14.15,14.15
2018/08/31,15.63,15.63
2018/09/04,16.39,16.39
2018/09/05,17.29,17.29
2018/09/06,17.1,17.1
2018/09/07,16.45,16.45
2018/09/10,15.89,15.89
2018/09/11,15.79,15.79
2018/09/12,15.32,15.32
2018/09/13,14.59,14.59
2018/09/14,13.9,13.9
2018/09/17,14.57,14.57
2018/09/18,14.36,14.36
2018/09/19,13.53,13.53
2018/09/20,13.18,13.18
2018/09/21,12.82,12.82
2018/09/24,13.73,13.73
2018/09/25,13.16,13.16
2018/09/26,12.85,12.85
2018/09/27,13.17,13.17
2018/09/28,14.76,14.76
2018/10/01,14.23,14.23
2018/10/02,15.48,15.48
2018/10/03,14.61,14.61
2018/10/04,16.02,16.02
2018/10/05,16.68,16.68
2018/10/08,17.63,17.63
2018/10/09,16.9,16.9
2018/10/10,18.4,18.4
2018/10/11,21.24,21.24
2018/10/12,20.21,20.21
2018/10/15,19.07,19.07
2018/10/16,16.83,16.83
2018/10/17,17.02,17.02
2018/10/18,18.17,18.17
2018/10/19,18.78,18.78
2018/10/22,19.36,19.36
2018/10/23,21.36,21.36
2018/10/24,21.98,21.98
2018/10/25,20.76,20.76
2018/10/26,23.74,23.74
2018/10/29,22.29,22.29
2018/10/30,22.22,22.22
2018/10/31,20.3,20.3
2018/11/01,19,19
2018/11/02,18.85,18.85
2018/11/05,18.33,18.33
2018/11/06,18.11,18.11
2018/11/07,16.43,16.43
2018/11/08,15.88,15.88
2018/11/09,16.38,16.38
2018/11/12,17.86,17.86
2018/11/13,17.03,17.03
2018/11/14,18.45,18.45
2018/11/15,20.15,20.15
2018/11/16,18.08,18.08
2018/11/19,18.03,18.03
2018/11/20,19.96,19.96
2018/11/21,18.24,18.24
2018/11/23,18.97,18.97
2018/11/26,18.42,18.42
2018/11/27,18.48,18.48
2018/11/28,18.6,18.6
2018/11/29,18.61,18.61
2018/11/30,18.49,18.49
2018/12/03,16.92,16.92
2018/12/04,17.21,17.21
2018/12/06,24.62,24.62
2018/12/07,21.67,21.67
2018/12/10,23.66,23.66
2018/12/11,21.09,21.09
2018/12/12,19.73,19.73
2018/12/13,19.18,19.18
2018/12/14,19.16,19.16
2018/12/17,19.82,19.82
2018/12/18,20.04,20.04
2018/12/19,19.6,19.6
2018/12/20,20.73,20.73
2018/12/21,20.4,20.4
2018/12/24,,
2018/12/26,,
2018/12/27,25.69,25.69
2018/12/28,23.86,23.86
2018/12/31,,
2019/01/02,23.39,23.39
2019/01/03,23,23
2019/01/04,20.48,20.48
2019/01/07,20.15,20.15
2019/01/08,19.48,19.48
2019/01/09,19,19
2019/01/10,18.69,18.69
2019/01/11,17.42,17.42
2019/01/14,17.9,17.9
2019/01/15,16.93,16.93
2019/01/16,15.72,15.72
2019/01/17,15.41,15.41
2019/01/18,14.28,14.28
2019/01/22,16,16
2019/01/23,16.48,16.48
2019/01/24,15.56,15.56
2019/01/25,14.78,14.78
2019/01/28,16.16,16.16
2019/01/29,16.05,16.05
2019/01/30,16.02,16.02
2019/01/31,15.11,15.11
2019/02/01,13.99,13.99
2019/02/04,14.21,14.21
2019/02/05,13.58,13.58
2019/02/06,13.62,13.62
2019/02/07,16.17,16.17
2019/02/08,16.31,16.31
2019/02/11,15.22,15.22
2019/02/12,14.28,14.28
2019/02/13,13.97,13.97
2019/02/14,15.76,15.76
2019/02/15,14.29,14.29
2019/02/19,14.61,14.61
2019/02/20,14.27,14.27
2019/02/21,14.34,14.34
2019/02/22,13.98,13.98
2019/02/25,13.85,13.85
2019/02/26,13.89,13.89
2019/02/27,14.35,14.35
2019/02/28,13.59,13.59
2019/03/01,13.37,13.37
2019/03/04,13.65,13.65
2019/03/05,13.51,13.51
2019/03/06,13.44,13.44
2019/03/07,13.87,13.87
2019/03/08,14.41,14.41
2019/03/11,14.15,14.15
2019/03/12,13.84,13.84
2019/03/13,13.95,13.95
2019/03/14,13.65,13.65
2019/03/15,12.92,12.92
2019/03/18,13.21,13.21
2019/03/19,13,13
2019/03/20,14.48,14.48
2019/03/21,15.69,15.69
2019/03/22,17.68,17.68
2019/03/25,17.34,17.34
2019/03/26,15.85,15.85
2019/03/27,16.33,16.33
2019/03/28,16.67,16.67
2019/03/29,15.27,15.27
2019/04/01,14.79,14.79
2019/04/02,14.78,14.78
2019/04/03,14.19,14.19
2019/04/04,14.25,14.25
2019/04/05,13.55,13.55
2019/04/08,14.6,14.6
2019/04/09,14.52,14.52
2019/04/10,14.28,14.28
2019/04/11,12.6,12.6
2019/04/12,11.88,11.88
2019/04/15,11.49,11.49
2019/04/16,11.3,11.3
2019/04/17,11.27,11.27
2019/04/18,11.01,11.01
2019/04/22,11.01,11.01
2019/04/23,12.2,12.2
2019/04/24,12.54,12.54
2019/04/25,12.96,12.96
2019/04/26,12.6,12.6
2019/04/29,13.03,13.03
2019/04/30,13.26,13.26
2019/05/01,,
2019/05/02,14.34,14.34
2019/05/03,13.38,13.38
2019/05/06,15.74,15.74
2019/05/07,18.04,18.04
2019/05/08,17.64,17.64
2019/05/09,20.04,20.04
2019/05/10,18.51,18.51
2019/05/13,19.43,19.43
2019/05/14,17.56,17.56
2019/05/15,16.75,16.75
2019/05/16,15.06,15.06
2019/05/17,14.98,14.98
2019/05/20,17.38,17.38
2019/05/21,15.83,15.83
2019/05/22,15.45,15.45
2019/05/23,17.64,17.64
2019/05/24,16.71,16.71
2019/05/28,16.17,16.17
2019/05/29,17.78,17.78
2019/05/30,16.76,16.76
2019/05/31,17.42,17.42
2019/06/03,17.24,17.24
2019/06/04,16.42,16.42
2019/06/05,16.1,16.1
2019/06/06,15.63,15.63
2019/06/07,14.91,14.91
2019/06/10,14.89,14.89
2019/06/11,14.8,14.8
2019/06/12,14.95,14.95
2019/06/13,14.37,14.37
2019/06/14,14.36,14.36
2019/06/17,14.03,14.03
2019/06/18,13.27,13.27
2019/06/19,13.66,13.66
2019/06/20,13.35,13.35
2019/06/21,13.39,13.39
2019/06/24,13.97,13.97
2019/06/25,13.98,13.98
2019/06/26,14.06,14.06
2019/06/27,14.12,14.12
2019/06/28,13.73,13.73
2019/07/01,12.38,12.38
2019/07/02,11.84,11.84
2019/07/03,11.7,11.7
2019/07/05,12.42,12.42
2019/07/08,12.62,12.62
2019/07/09,12.75,12.75
2019/07/10,12.82,12.82
2019/07/11,12.47,12.47
2019/07/12,12.39,12.39
2019/07/15,12.61,12.61
2019/07/16,12.16,12.16
2019/07/17,12.6,12.6
2019/07/18,13.33,13.33
2019/07/19,13.7,13.7
2019/07/22,13.55,13.55
2019/07/23,12.71,12.71
2019/07/24,13.12,13.12
2019/07/25,13.27,13.27
2019/07/26,12.67,12.67
2019/07/29,12.64,12.64
2019/07/30,14.47,14.47
2019/07/31,14.39,14.39
2019/08/01,13.73,13.73
2019/08/02,18.35,18.35
2019/08/05,21.06,21.06
2019/08/06,21.38,21.38
2019/08/07,21.04,21.04
2019/08/08,18,18
2019/08/09,18.95,18.95
2019/08/12,19.25,19.25
2019/08/13,18.62,18.62
2019/08/14,22.06,22.06
2019/08/15,22.54,22.54
2019/08/16,20.38,20.38
2019/08/19,18.26,18.26
2019/08/20,18.43,18.43
2019/08/21,16.77,16.77
2019/08/22,18.23,18.23
2019/08/23,20.15,20.15
2019/08/26,20.25,20.25
2019/08/27,19.44,19.44
2019/08/28,19.33,19.33
2019/08/29,17.6,17.6
2019/08/30,17.67,17.67
2019/09/03,18.24,18.24
2019/09/04,16.58,16.58
2019/09/05,15.51,15.51
2019/09/06,14.63,14.63
2019/09/09,14.94,14.94
2019/09/10,15.26,15.26
2019/09/11,15.44,15.44
2019/09/12,14.41,14.41
2019/09/13,13.74,13.74
2019/09/16,15.25,15.25
2019/09/17,15.55,15.55
2019/09/18,15.21,15.21
2019/09/19,14.5,14.5
2019/09/20,13.97,13.97
2019/09/23,15.58,15.58
2019/09/24,15.97,15.97
2019/09/25,17.23,17.23
2019/09/26,16.59,16.59
2019/09/27,15.88,15.88
2019/09/30,15.83,15.83
2019/10/01,17.26,17.26
2019/10/02,21.01,21.01
2019/10/03,20.5,20.5
2019/10/04,18.52,18.52
2019/10/07,17.86,17.86
2019/10/08,19.23,19.23
2019/10/09,18.39,18.39
2019/10/10,17.42,17.42
2019/10/11,15.89,15.89
2019/10/14,15.92,15.92
2019/10/15,14.47,14.47
2019/10/16,14.76,14.76
2019/10/17,14.93,14.93
2019/10/18,15.37,15.37
2019/10/21,14.74,14.74
2019/10/22,14.17,14.17
2019/10/23,13.46,13.46
2019/10/24,13.09,13.09
2019/10/25,12.82,12.82
2019/10/28,13.2,13.2
2019/10/29,13.73,13.73
2019/10/30,13.8,13.8
2019/10/31,13.79,13.79
2019/11/01,12.84,12.84
2019/11/04,12.9,12.9
2019/11/05,12.92,12.92
2019/11/06,12.93,12.93
2019/11/07,12.75,12.75
2019/11/08,12.85,12.85
2019/11/11,13.09,13.09
2019/11/12,12.63,12.63
2019/11/13,12.8,12.8
2019/11/14,12.47,12.47
2019/11/15,11.54,11.54
2019/11/18,12.04,12.04
2019/11/19,12.37,12.37
2019/11/20,12.73,12.73
2019/11/21,13.13,13.13
2019/11/22,13.09,13.09
2019/11/25,12.38,12.38
2019/11/26,12.1,12.1
2019/11/27,12.2,12.2
2019/11/29,13.17,13.17
2019/12/02,15.89,15.89
2019/12/03,16.91,16.91
2019/12/04,15.22,15.22
2019/12/05,15.37,15.37
2019/12/06,14.13,14.13
2019/12/09,14.92,14.92
2019/12/10,15.02,15.02
2019/12/11,15.23,15.23
2019/12/12,14.66,14.66
2019/12/13,13.12,13.12
2019/12/16,11.64,11.64
2019/12/17,12.15,12.15
2019/12/18,11.82,11.82
2019/12/19,12.18,12.18
2019/12/20,11.08,11.08
2019/12/23,11.65,11.65
2019/12/24,,
2019/12/26,,
2019/12/27,12.09,12.09
2019/12/30,13.95,13.95
2019/12/31,,
2020/01/02,12.67,12.67
2020/01/03,13.96,13.96
2020/01/06,15.14,15.14
2020/01/07,14.21,14.21
2020/01/08,14.04,14.04
2020/01/09,13.04,13.04
2020/01/10,12.39,12.39
2020/01/13,12.71,12.71
2020/01/14,12.41,12.41
2020/01/15,12.04,12.04
2020/01/16,11.02,11.02
2020/01/17,10.69,10.69
2020/01/21,11.81,11.81
2020/01/22,12.24,12.24
2020/01/23,13.16,13.16
2020/01/24,12.67,12.67
2020/01/27,17.17,17.17
2020/01/28,15.2,15.2
2020/01/29,14.42,14.42
2020/01/30,16.42,16.42
2020/01/31,17.15,17.15
2020/02/03,16.28,16.28
2020/02/04,14.5,14.5
2020/02/05,13.61,13.61
2020/02/06,12.99,12.99
2020/02/07,13.32,13.32
2020/02/10,13.7,13.7
2020/02/11,12.92,12.92
2020/02/12,12.45,12.45
2020/02/13,13.25,13.25
2020/02/14,13.06,13.06
2020/02/18,13.84,13.84
2020/02/19,12.88,12.88
2020/02/20,14.09,14.09
2020/02/21,15.75,15.75
2020/02/24,22.66,22.66
2020/02/25,27.44,27.44
2020/02/26,24.54,24.54
2020/02/27,34.7,34.7
2020/02/28,42.24,42.24
2020/03/02,36.12,36.12
2020/03/03,33.45,33.45
2020/03/04,29.76,29.76
2020/03/05,33.14,33.14
2020/03/06,43.02,43.02
2020/03/09,54.1,54.1
2020/03/10,53.8,53.8
2020/03/11,53.76,53.76
2020/03/12,71.52,71.52
2020/03/13,74.33,74.33
2020/03/16,85.62,85.62
2020/03/17,77.26,77.26
2020/03/18,84.8,84.8
2020/03/19,78.35,78.35
2020/03/20,68.21,68.21
2020/03/23,64.43,64.43
2020/03/24,52.53,52.53
2020/03/25,57.13,57.13
2020/03/26,54.31,54.31
2020/03/27,60.99,60.99
2020/03/30,55.63,55.63
2020/03/31,48.59,48.59
2020/04/01,51.14,51.14
2020/04/02,49.92,49.92
2020/04/03,45.88,45.88
2020/04/06,43.03,43.03
2020/04/07,46.29,46.29
2020/04/08,45.3,45.3
2020/04/09,44.71,44.71
2020/04/13,44.71,44.71
2020/04/14,40.48,40.48
2020/04/15,44.96,44.96
2020/04/16,43.26,43.26
2020/04/17,41.2,41.2
2020/04/20,,
2020/04/21,48.22,48.22
2020/04/22,43.96,43.96
2020/04/23,40.35,40.35
2020/04/24,40.17,40.17
2020/04/27,34.72,34.72
2020/04/28,33.01,33.01
2020/04/29,30.72,30.72
2020/04/30,33.91,33.91
2020/05/01,,
2020/05/04,38.32,38.32
2020/05/05,34.51,34.51
2020/05/06,34.81,34.81
2020/05/07,32.43,32.43
2020/05/08,29.66,29.66
2020/05/11,,
2020/05/12,27.67,27.67
2020/05/13,33.42,33.42
2020/05/14,36.32,36.32
2020/05/15,34.47,34.47
2020/05/18,29.06,29.06
2020/05/19,30.17,30.17
2020/05/20,29.11,29.11
2020/05/21,32.32,32.32
2020/05/22,31.42,31.42
2020/05/26,28.04,28.04
2020/05/27,29.4,29.4
2020/05/28,29.01,29.01
2020/05/29,31.13,31.13
2020/06/01,,
2020/06/02,30.68,30.68
2020/06/03,29.61,29.61
2020/06/04,27.66,27.66
2020/06/05,27.89,27.89
2020/06/08,28.12,28.12
2020/06/09,29.75,29.75
2020/06/10,30.05,30.05
2020/06/11,36.02,36.02
2020/06/12,41.41,41.41
2020/06/15,38.41,38.41
2020/06/16,36.1,36.1
2020/06/17,35.36,35.36
2020/06/18,35.05,35.05
2020/06/19,32.21,32.21
2020/06/22,33.78,33.78
2020/06/23,31.34,31.34
2020/06/24,36.81,36.81
2020/06/25,34.68,34.68
2020/06/26,35.17,35.17
2020/06/29,34.49,34.49
2020/06/30,31.72,31.72
2020/07/01,30.13,30.13
2020/07/02,,
2020/07/06,27.6,27.6
2020/07/07,27.93,27.93
2020/07/08,29.57,29.57
2020/07/09,30.45,30.45
2020/07/10,28.43,28.43
2020/07/13,27.14,27.14
2020/07/14,28.93,28.93
2020/07/15,27.57,27.57
2020/07/16,26.81,26.81
2020/07/17,25.58,25.58
2020/07/20,24.21,24.21
2020/07/21,23.49,23.49
2020/07/22,24.21,24.21
2020/07/23,23.31,23.31
2020/07/24,25.58,25.58
2020/07/27,25.24,25.24
2020/07/28,24.4,24.4
2020/07/29,24.23,24.23
2020/07/30,28.02,28.02
2020/07/31,26.66,26.66
2020/08/03,25.76,25.76
2020/08/04,25.09,25.09
2020/08/05,23.94,23.94
2020/08/06,24.94,24.94
2020/08/07,24.2,24.2
2020/08/10,24.11,24.11
2020/08/11,23.39,23.39
2020/08/12,22.47,22.47
2020/08/13,22.69,22.69
2020/08/14,23.87,23.87
2020/08/17,22.78,22.78
2020/08/18,23.27,23.27
2020/08/19,21.99,21.99
2020/08/20,24.04,24.04
2020/08/21,24.34,24.34
2020/08/24,23.11,23.11
2020/08/25,23.36,23.36
2020/08/26,22,22
2020/08/27,23.56,23.56
2020/08/28,25.16,25.16
2020/08/31,26.72,26.72
2020/09/01,27.12,27.12
2020/09/02,26.61,26.61
2020/09/03,29.01,29.01
2020/09/04,31.71,31.71
2020/09/08,28.45,28.45
2020/09/09,25.89,25.89
2020/09/10,25.01,25.01
2020/09/11,23.72,23.72
2020/09/14,22.57,22.57
2020/09/15,22.12,22.12
2020/09/16,21.99,21.99
2020/09/17,22.55,22.55
2020/09/18,22.65,22.65
2020/09/21,29.88,29.88
2020/09/22,28.11,28.11
2020/09/23,27.17,27.17
2020/09/24,28.34,28.34
2020/09/25,27.81,27.81
2020/09/28,26.82,26.82
2020/09/29,26.9,26.9
2020/09/30,26.06,26.06
2020/10/01,26.54,26.54
2020/10/02,26.82,26.82
2020/10/05,26.28,26.28
2020/10/06,25.21,25.21
2020/10/07,24.97,24.97
2020/10/08,23.98,23.98
2020/10/09,22.24,22.24
2020/10/12,22.25,22.25
2020/10/13,22.94,22.94
2020/10/14,23.24,23.24
2020/10/15,26.84,26.84
2020/10/16,25.32,25.32
2020/10/19,26.62,26.62
2020/10/20,27.63,27.63
2020/10/21,29.45,29.45
2020/10/22,28.99,28.99
2020/10/23,28.16,28.16
2020/10/26,31.76,31.76
2020/10/27,32.74,32.74
2020/10/28,38.26,38.26
2020/10/29,37.55,37.55
2020/10/30,35.35,35.35
2020/11/02,35.23,35.23
2020/11/03,32.76,32.76
2020/11/04,28,28
2020/11/05,26.37,26.37
2020/11/06,25.62,25.62
2020/11/09,23.86,23.86
2020/11/10,25.08,25.08
2020/11/11,23.13,23.13
2020/11/12,23.3,23.3
2020/11/13,23.14,23.14
2020/11/16,22.38,22.38
2020/11/17,22.25,22.25
2020/11/18,20.9,20.9
2020/11/19,21.97,21.97
2020/11/20,21.44,21.44
2020/11/23,22.49,22.49
2020/11/24,21.37,21.37
2020/11/25,20.78,20.78
2020/11/27,20.08,20.08
2020/11/30,22.91,22.91
2020/12/01,21.3,21.3
2020/12/02,21.69,21.69
2020/12/03,21.32,21.32
2020/12/04,20.82,20.82
2020/12/07,21.44,21.44
2020/12/08,20.54,20.54
2020/12/09,20.02,20.02
2020/12/10,20.66,20.66
2020/12/11,23.61,23.61
2020/12/14,22.52,22.52
2020/12/15,21.73,21.73
2020/12/16,21.14,21.14
2020/12/17,20.51,20.51
2020/12/18,21.63,21.63
2020/12/21,27.26,27.26
2020/12/22,25.21,25.21
2020/12/23,23.15,23.15
2020/12/24,,
2020/12/28,21.71,21.71
2020/12/29,22.38,22.38
2020/12/30,23.37,23.37
2020/12/31,,
2021/01/04,24.84,24.84
2021/01/05,25.2,25.2
2021/01/06,21.44,21.44
2021/01/07,21.02,21.02
2021/01/08,20.53,20.53
2021/01/11,21.98,21.98
2021/01/12,21.95,21.95
2021/01/13,21.09,21.09
2021/01/14,19.69,19.69
2021/01/15,22.43,22.43
2021/01/19,21.75,21.75
2021/01/20,20.28,20.28
2021/01/21,19.94,19.94
2021/01/22,21.32,21.32
2021/01/25,26.01,26.01
2021/01/26,23.1,23.1
2021/01/27,26.77,26.77
2021/01/28,25.93,25.93
2021/01/29,29.01,29.01
2021/02/01,27.33,27.33
2021/02/02,24.02,24.02
2021/02/03,22.72,22.72
2021/02/04,21.37,21.37
2021/02/05,20.64,20.64
2021/02/08,20.44,20.44
2021/02/09,21.12,21.12
2021/02/10,22.47,22.47
2021/02/11,21.21,21.21
2021/02/12,20.06,20.06
2021/02/16,20.93,20.93
2021/02/17,21.83,21.83
2021/02/18,22.52,22.52
2021/02/19,20.48,20.48
2021/02/22,21.69,21.69
2021/02/23,23.13,23.13
2021/02/24,21.43,21.43
2021/02/25,22.1,22.1
