Date,High,Low
2021/02/26,26.86,26.86
2021/03/01,22.16,22.16
2021/03/02,21.81,21.81
2021/03/03,21.7,21.7
2021/03/04,22.09,22.09
2021/03/05,25.08,25.08
2021/03/08,20.9,20.9
2021/03/09,20.26,20.26
2021/03/10,19.67,19.67
2021/03/11,18.88,18.88
2021/03/12,18.71,18.71
2021/03/15,18.62,18.62
2021/03/16,17.55,17.55
2021/03/17,17.57,17.57
2021/03/18,17.46,17.46
2021/03/19,18.4,18.4
2021/03/22,17.68,17.68
2021/03/23,17.6,17.6
2021/03/24,17.77,17.77
2021/03/25,18.88,18.88
2021/03/26,17.11,17.11
2021/03/29,18.35,18.35
2021/03/30,18.47,18.47
2021/03/31,17.97,17.97
2021/04/01,16.9,16.9
2021/04/05,16.9,16.9
2021/04/06,17.11,17.11
2021/04/07,16.66,16.66
2021/04/08,16.16,16.16
2021/04/09,16.18,16.18
2021/04/12,17.05,17.05
2021/04/13,16.31,16.31
2021/04/14,16.19,16.19
2021/04/15,15.71,15.71
2021/04/16,16.11,16.11
2021/04/19,17.21,17.21
2021/04/20,21.08,21.08
2021/04/21,19.28,19.28
2021/04/22,17.76,17.76
2021/04/23,18.19,18.19
2021/04/26,18.28,18.28
2021/04/27,19.21,19.21
2021/04/28,18.38,18.38
2021/04/29,18.88,18.88
2021/04/30,20.63,20.63
2021/05/03,19.93,19.93
2021/05/04,22.82,22.82
2021/05/05,19.9,19.9
2021/05/06,20.38,20.38
2021/05/07,18.38,18.38
2021/05/10,18.5,18.5
2021/05/11,22.56,22.56
2021/05/12,23.94,23.94
2021/05/13,23.35,23.35
2021/05/14,19.55,19.55
2021/05/17,21.81,21.81
2021/05/18,21.31,21.31
2021/05/19,24.48,24.48
2021/05/20,22.1,22.1
2021/05/21,20.35,20.35
2021/05/24,19.24,19.24
2021/05/25,19.08,19.08
2021/05/26,18.28,18.28
2021/05/27,17.82,17.82
2021/05/28,17.17,17.17
2021/06/01,18.77,18.77
2021/06/02,17.85,17.85
2021/06/03,18.24,18.24
2021/06/04,17.38,17.38
2021/06/07,17.71,17.71
2021/06/08,17.72,17.72
2021/06/09,17.23,17.23
2021/06/10,16.66,16.66
2021/06/11,15.15,15.15
2021/06/14,16.05,16.05
2021/06/15,16.41,16.41
2021/06/16,16.18,16.18
2021/06/17,17.08,17.08
2021/06/18,20.76,20.76
2021/06/21,19.48,19.48
2021/06/22,17.57,17.57
2021/06/23,18.55,18.55
2021/06/24,17.35,17.35
2021/06/25,16.68,16.68
2021/06/28,17.65,17.65
2021/06/29,16.95,16.95
2021/06/30,18.18,18.18
2021/07/01,17.73,17.73
2021/07/02,16.57,16.57
2021/07/06,18.13,18.13
2021/07/07,17.32,17.32
2021/07/08,19.97,19.97
2021/07/09,17.95,17.95
2021/07/12,17.95,17.95
2021/07/13,18,18
2021/07/14,17.68,17.68
2021/07/15,18.64,18.64
2021/07/16,19.45,19.45
2021/07/19,25.44,25.44
2021/07/20,24.49,24.49
2021/07/21,21.52,21.52
2021/07/22,19.91,19.91
2021/07/23,17.55,17.55
2021/07/26,18.53,18.53
2021/07/27,21.36,21.36
2021/07/28,19.48,19.48
2021/07/29,19.26,19.26
2021/07/30,20.94,20.94
2021/08/02,19.84,19.84
2021/08/03,20.22,20.22
2021/08/04,19.21,19.21
2021/08/05,18.25,18.25
2021/08/06,17.89,17.89
2021/08/09,17.55,17.55
2021/08/10,17.28,17.28
2021/08/11,17.04,17.04
2021/08/12,16.11,16.11
2021/08/13,15.8,15.8
2021/08/16,18,18
2021/08/17,18.39,18.39
2021/08/18,18.47,18.47
2021/08/19,22.13,22.13
2021/08/20,20.15,20.15
2021/08/23,17.89,17.89
2021/08/24,18.09,18.09
2021/08/25,17.83,17.83
2021/08/26,19.09,19.09
2021/08/27,17.6,17.6
2021/08/30,17.5,17.5
2021/08/31,18.77,18.77
2021/09/01,17.47,17.47
2021/09/02,16.97,16.97
2021/09/03,18.19,18.19
2021/09/07,18.6,18.6
2021/09/08,20.49,20.49
2021/09/09,19.64,19.64
2021/09/10,20.36,20.36
2021/09/13,20.74,20.74
2021/09/14,20.46,20.46
2021/09/15,21.69,21.69
2021/09/16,21.65,21.65
2021/09/17,23.17,23.17
2021/09/20,26.47,26.47
2021/09/21,25.51,25.51
2021/09/22,22.81,22.81
2021/09/23,20.62,20.62
2021/09/24,21.85,21.85
2021/09/27,20.83,20.83
2021/09/28,24.89,24.89
2021/09/29,23.96,23.96
2021/09/30,23.24,23.24
2021/10/01,24.04,24.04
2021/10/04,25.19,25.19
2021/10/05,22.23,22.23
2021/10/06,24.33,24.33
2021/10/07,21.02,21.02
2021/10/08,20.28,20.28
2021/10/11,20.18,20.18
2021/10/12,20.74,20.74
2021/10/13,19.84,19.84
2021/10/14,16.99,16.99
2021/10/15,16.35,16.35
2021/10/18,17.13,17.13
2021/10/19,16.29,16.29
2021/10/20,15.98,15.98
2021/10/21,16.75,16.75
2021/10/22,16.4,16.4
2021/10/25,16.28,16.28
2021/10/26,16.15,16.15
2021/10/27,16.92,16.92
2021/10/28,17.61,17.61
2021/10/29,17.62,17.62
2021/11/01,17.5,17.5
2021/11/02,16.86,16.86
2021/11/03,16.47,16.47
2021/11/04,15.97,15.97
2021/11/05,16.4,16.4
2021/11/08,17.2,17.2
2021/11/09,18.06,18.06
2021/11/10,17.18,17.18
2021/11/11,17.09,17.09
2021/11/12,16.14,16.14
2021/11/15,16.65,16.65
2021/11/16,16.8,16.8
2021/11/17,16.68,16.68
2021/11/18,17.77,17.77
2021/11/19,19.12,19.12
2021/11/22,18.88,18.88
2021/11/23,20.64,20.64
2021/11/24,20.67,20.67
2021/11/26,32.31,32.31
2021/11/29,28.8,28.8
2021/11/30,30.07,30.07
2021/12/01,26.02,26.02
2021/12/02,30.47,30.47
2021/12/03,31.48,31.48
2021/12/06,30.04,30.04
2021/12/07,24.87,24.87
2021/12/08,24.71,24.71
2021/12/09,23.52,23.52
2021/12/10,22.43,22.43
2021/12/13,23.02,23.02
2021/12/14,24.42,24.42
2021/12/15,24.74,24.74
2021/12/16,20.61,20.61
2021/12/17,21.98,21.98
2021/12/20,26.84,26.84
2021/12/21,22.83,22.83
2021/12/22,21.04,21.04
2021/12/23,19.04,19.04
2021/12/27,19.66,19.66
2021/12/28,19.07,19.07
2021/12/29,20.18,20.18
2021/12/30,19.27,19.27
2021/12/31,,
2022/01/03,19.17,19.17
2022/01/04,18.64,18.64
2022/01/05,17.76,17.76
2022/01/06,20.1,20.1
2022/01/07,20.62,20.62
2022/01/10,22.54,22.54
2022/01/11,19.79,19.79
2022/01/12,18.3,18.3
2022/01/13,18.46,18.46
2022/01/14,21.4,21.4
2022/01/18,21.96,21.96
2022/01/19,22.36,22.36
2022/01/20,20.4,20.4
2022/01/21,24.22,24.22
2022/01/24,32.68,32.68
2022/01/25,31.45,31.45
2022/01/26,28.34,28.34
2022/01/27,28.03,28.03
2022/01/28,29.41,29.41
2022/01/31,27.01,27.01
2022/02/01,24.09,24.09
2022/02/02,22.64,22.64
2022/02/03,24.33,24.33
2022/02/04,26.3,26.3
2022/02/07,24.24,24.24
2022/02/08,23.16,23.16
2022/02/09,21.41,21.41
2022/02/10,21.84,21.84
2022/02/11,24.66,24.66
2022/02/14,30.05,30.05
2022/02/15,27.06,27.06
2022/02/16,26.61,26.61
2022/02/17,28.79,28.79
2022/02/18,31.27,31.27
2022/02/22,32.98,32.98
2022/02/23,33.46,33.46
2022/02/24,38.13,38.13
2022/02/25,32.12,32.12
2022/02/28,35.29,35.29
2022/03/01,41.58,41.58
2022/03/02,38.78,38.78
2022/03/03,40.45,40.45
2022/03/04,49.64,49.64
2022/03/07,48.24,48.24
2022/03/08,45.56,45.56
2022/03/09,41.5,41.5
2022/03/10,43.35,43.35
2022/03/11,41.37,41.37
2022/03/14,40.64,40.64
2022/03/15,41.2,41.2
2022/03/16,36.01,36.01
2022/03/17,32.02,32.02
2022/03/18,29.9,29.9
2022/03/21,28.34,28.34
2022/03/22,27.48,27.48
2022/03/23,30.77,30.77
2022/03/24,31.16,31.16
2022/03/25,32.23,32.23
2022/03/28,30.5,30.5
2022/03/29,26.58,26.58
2022/03/30,28.1,28.1
2022/03/31,28.99,28.99
2022/04/01,28.5,28.5
2022/04/04,26.73,26.73
2022/04/05,29.16,29.16
2022/04/06,32.24,32.24
2022/04/07,32.53,32.53
2022/04/08,30.73,30.73
2022/04/11,30.23,30.23
2022/04/12,30.01,30.01
2022/04/13,28.84,28.84
2022/04/14,26.75,26.75
2022/04/18,26.75,26.75
2022/04/19,27.44,27.44
2022/04/20,24.98,24.98
2022/04/21,24.54,24.54
2022/04/22,28.35,28.35
2022/04/25,31.46,31.46
2022/04/26,32.71,32.71
2022/04/27,32.74,32.74
2022/04/28,31.28,31.28
2022/04/29,30.77,30.77
2022/05/02,34.07,34.07
2022/05/03,31.38,31.38
2022/05/04,31.23,31.23
2022/05/05,32.77,32.77
2022/05/06,32.8,32.8
2022/05/09,35.91,35.91
2022/05/10,35.01,35.01
2022/05/11,31.12,31.12
2022/05/12,32.4,32.4
2022/05/13,29.11,29.11
2022/05/16,28.22,28.22
2022/05/17,26.24,26.24
2022/05/18,27.63,27.63
2022/05/19,29.47,29.47
2022/05/20,28.66,28.66
2022/05/23,27.58,27.58
2022/05/24,28.61,28.61
2022/05/25,27.42,27.42
2022/05/26,25.66,25.66
2022/05/27,23.85,23.85
2022/05/31,25.25,25.25
2022/06/01,25.44,25.44
2022/06/02,23.39,23.39
2022/06/03,23.39,23.39
2022/06/06,22.97,22.97
2022/06/07,23.59,23.59
2022/06/08,23.13,23.13
2022/06/09,23.97,23.97
2022/06/10,27.66,27.66
2022/06/13,31.81,31.81
2022/06/14,31.57,31.57
2022/06/15,30.07,30.07
2022/06/16,32.59,32.59
2022/06/17,30.89,30.89
2022/06/21,28.11,28.11
2022/06/22,28.68,28.68
2022/06/23,29.21,29.21
2022/06/24,27.77,27.77
2022/06/27,27.02,27.02
2022/06/28,26.68,26.68
2022/06/29,28.11,28.11
2022/06/30,29.78,29.78
2022/07/01,28.76,28.76
2022/07/05,31.6,31.6
2022/07/06,30.11,30.11
2022/07/07,28.32,28.32
2022/07/08,27.55,27.55
2022/07/11,28.87,28.87
2022/07/12,29.26,29.26
2022/07/13,29.85,29.85
2022/07/14,31.82,31.82
2022/07/15,28.82,28.82
2022/07/18,29.06,29.06
2022/07/19,26.72,26.72
2022/07/20,27.4,27.4
2022/07/21,25.55,25.55
2022/07/22,24.06,24.06
2022/07/25,24.53,24.53
2022/07/26,25.57,25.57
2022/07/27,24.04,24.04
2022/07/28,22.55,22.55
2022/07/29,22.3,22.3
2022/08/01,22.96,22.96
2022/08/02,23.77,23.77
2022/08/03,22.34,22.34
2022/08/04,22.45,22.45
2022/08/05,22.85,22.85
2022/08/08,22.08,22.08
2022/08/09,23.28,23.28
2022/08/10,21.79,21.79
2022/08/11,21.65,21.65
2022/08/12,21.21,21.21
2022/08/15,21.59,21.59
2022/08/16,21.34,21.34
2022/08/17,22.75,22.75
2022/08/18,22.67,22.67
2022/08/19,24.58,24.58
2022/08/22,27.37,27.37
2022/08/23,26.92,26.92
2022/08/24,25.45,25.45
2022/08/25,24.72,24.72
2022/08/26,26.66,26.66
2022/08/29,28.46,28.46
2022/08/30,28.37,28.37
2022/08/31,27.95,27.95
2022/09/01,29.15,29.15
2022/09/02,25.5,25.5
2022/09/06,27.35,27.35
2022/09/07,27.13,27.13
2022/09/08,25.92,25.92
2022/09/09,24.88,24.88
2022/09/12,24.62,24.62
2022/09/13,26.04,26.04
2022/09/14,26.24,26.24
2022/09/15,25.35,25.35
2022/09/16,26.43,26.43
2022/09/19,26.19,26.19
2022/09/20,27.16,27.16
2022/09/21,27.27,27.27
2022/09/22,28,28
2022/09/23,30,30
2022/09/26,30.75,30.75
2022/09/27,31.32,31.32
2022/09/28,31.34,31.34
2022/09/29,33.07,33.07
2022/09/30,30.71,30.71
2022/10/03,30.71,30.71
2022/10/04,29.27,29.27
2022/10/05,29.86,29.86
2022/10/06,29.17,29.17
2022/10/07,29.92,29.92
2022/10/10,31.87,31.87
2022/10/11,32.01,32.01
2022/10/12,31.82,31.82
2022/10/13,30.2,30.2
2022/10/14,29.77,29.77
2022/10/17,29.27,29.27
2022/10/18,28.92,28.92
2022/10/19,28.3,28.3
2022/10/20,27.75,27.75
2022/10/21,27.83,27.83
2022/10/24,28.68,28.68
2022/10/25,27.62,27.62
2022/10/26,26.95,26.95
2022/10/27,25.87,25.87
2022/10/28,24.89,24.89
2022/10/31,24.83,24.83
2022/11/01,24.47,24.47
2022/11/02,24.7,24.7
2022/11/03,23.77,23.77
2022/11/04,22.91,22.91
2022/11/07,22.66,22.66
2022/11/08,22.61,22.61
2022/11/09,23.24,23.24
2022/11/10,21.32,21.32
2022/11/11,20.78,20.78
2022/11/14,20.94,20.94
2022/11/15,20.86,20.86
2022/11/16,21.17,21.17
2022/11/17,21.82,21.82
2022/11/18,20.88,20.88
2022/11/21,21.17,21.17
2022/11/22,20.22,20.22
2022/11/23,19.51,19.51
2022/11/25,19.93,19.93
2022/11/28,21.52,21.52
2022/11/29,21.7,21.7
2022/11/30,21.21,21.21
2022/12/01,20.32,20.32
2022/12/02,19.33,19.33
2022/12/05,19.82,19.82
2022/12/06,20.81,20.81
2022/12/07,22.03,22.03
2022/12/08,21.79,21.79
2022/12/09,21.4,21.4
2022/12/12,22.54,22.54
2022/12/13,20.39,20.39
2022/12/14,20.34,20.34
2022/12/15,20.84,20.84
2022/12/16,21.32,21.32
2022/12/19,20.6,20.6
2022/12/20,20.69,20.69
2022/12/21,19.06,19.06
2022/12/22,19.96,19.96
2022/12/23,20.04,20.04
2022/12/27,20.66,20.66
2022/12/28,20.51,20.51
2022/12/29,19.93,19.93
2022/12/30,20.89,20.89
2023/01/03,20.28,20.28
2023/01/04,19.45,19.45
2023/01/05,19.53,19.53
2023/01/06,18.49,18.49
2023/01/09,19,19
2023/01/10,19.25,19.25
2023/01/11,19.34,19.34
2023/01/12,17.94,17.94
2023/01/13,17.34,17.34
2023/01/17,18.62,18.62
2023/01/18,18.12,18.12
2023/01/19,20.3,20.3
2023/01/20,18.68,18.68
2023/01/23,18.16,18.16
2023/01/24,18.06,18.06
2023/01/25,18.42,18.42
2023/01/26,18.17,18.17
2023/01/27,17.29,17.29
2023/01/30,18.75,18.75
2023/01/31,18.57,18.57
2023/02/01,18.7,18.7
2023/02/02,16.67,16.67
2023/02/03,16.76,16.76
2023/02/06,18.64,18.64
2023/02/07,18.76,18.76
2023/02/08,18.72,18.72
2023/02/09,18.17,18.17
2023/02/10,20.47,20.47
2023/02/13,19.79,19.79
2023/02/14,18.9,18.9
2023/02/15,17.62,17.62
2023/02/16,18.05,18.05
2023/02/17,19.23,19.23
2023/02/21,20.89,20.89
2023/02/22,21.18,21.18
2023/02/23,20.24,20.24
2023/02/24,21.67,21.67
2023/02/27,19.96,19.96
2023/02/28,19.5,19.5
2023/03/01,20.11,20.11
2023/03/02,19.67,19.67
2023/03/03,18.12,18.12
2023/03/06,17.87,17.87
2023/03/07,18.43,18.43
2023/03/08,18.06,18.06
2023/03/09,18.02,18.02
2023/03/10,21.17,21.17
2023/03/13,25.86,25.86
2023/03/14,22.76,22.76
2023/03/15,32.02,32.02
2023/03/16,26.65,26.65
2023/03/17,30.04,30.04
2023/03/20,28.43,28.43
2023/03/21,24.11,24.11
2023/03/22,22.25,22.25
2023/03/23,21.57,21.57
2023/03/24,24.88,24.88
2023/03/27,23.06,23.06
2023/03/28,22.09,22.09
2023/03/29,20.4,20.4
2023/03/30,19.78,19.78
2023/03/31,19.42,19.42
2023/04/03,19.09,19.09
2023/04/04,19.02,19.02
2023/04/05,19.94,19.94
2023/04/06,19.12,19.12
2023/04/10,19.12,19.12
2023/04/11,18.82,18.82
2023/04/12,18.63,18.63
2023/04/13,17.64,17.64
2023/04/14,16.44,16.44
2023/04/17,17.46,17.46
2023/04/18,16.9,16.9
2023/04/19,16.93,16.93
2023/04/20,17.73,17.73
2023/04/21,17.08,17.08
2023/04/24,17.16,17.16
2023/04/25,17.93,17.93
2023/04/26,18.78,18.78
2023/04/27,18.18,18.18
2023/04/28,17.43,17.43
2023/05/01,,
2023/05/02,20.57,20.57
2023/05/03,19.94,19.94
2023/05/04,20.83,20.83
2023/05/05,18.28,18.28
2023/05/08,18.07,18.07
2023/05/09,18.92,18.92
2023/05/10,18.67,18.67
2023/05/11,18.56,18.56
2023/05/12,17.01,17.01
2023/05/15,17.17,17.17
2023/05/16,16.88,16.88
2023/05/17,16.95,16.95
2023/05/18,15.66,15.66
2023/05/19,15.72,15.72
2023/05/22,16.31,16.31
2023/05/23,17.67,17.67
2023/05/24,20.93,20.93
2023/05/25,19.86,19.86
2023/05/26,17.6,17.6
2023/05/30,17.96,17.96
2023/05/31,19.98,19.98
2023/06/01,17,17
2023/06/02,16.03,16.03
2023/06/05,,
2023/06/06,15.4,15.4
2023/06/07,15.33,15.33
2023/06/08,15.1,15.1
2023/06/09,14.99,14.99
2023/06/12,15.18,15.18
2023/06/13,14.78,14.78
2023/06/14,14.23,14.23
2023/06/15,13.72,13.72
2023/06/16,13.07,13.07
2023/06/20,14.65,14.65
2023/06/21,14.4,14.4
2023/06/22,14.86,14.86
2023/06/23,15.35,15.35
2023/06/26,15.88,15.88
2023/06/27,15.2,15.2
2023/06/28,14.21,14.21
2023/06/29,14.25,14.25
2023/06/30,13.61,13.61
2023/07/03,13.65,13.65
2023/07/05,15.29,15.29
2023/07/06,19.23,19.23
2023/07/07,17.54,17.54
2023/07/10,17.5,17.5
2023/07/11,16.57,16.57
2023/07/12,15.18,15.18
2023/07/13,15.05,15.05
2023/07/14,14.8,14.8
2023/07/17,15.83,15.83
2023/07/18,15.51,15.51
2023/07/19,15.97,15.97
2023/07/20,15.69,15.69
2023/07/21,14.94,14.94
2023/07/24,15.53,15.53
2023/07/25,15.48,15.48
2023/07/26,16.1,16.1
2023/07/27,14.97,14.97
2023/07/28,15.22,15.22
2023/07/31,16.23,16.23
2023/08/01,17.19,17.19
2023/08/02,19.71,19.71
2023/08/03,19.65,19.65
2023/08/04,18.35,18.35
2023/08/07,18.62,18.62
2023/08/08,19.54,19.54
2023/08/09,18.98,18.98
2023/08/10,18.08,18.08
2023/08/11,18.37,18.37
2023/08/14,18.05,18.05
2023/08/15,18.86,18.86
2023/08/16,18.55,18.55
2023/08/17,20.35,20.35
2023/08/18,20.25,20.25
2023/08/21,19.84,19.84
2023/08/22,19.13,19.13
2023/08/23,18.5,18.5
2023/08/24,18.9,18.9
2023/08/25,18.47,18.47
2023/08/28,17.82,17.82
2023/08/29,16.78,16.78
2023/08/30,16.56,16.56
2023/08/31,16.06,16.06
2023/09/01,15.94,15.94
2023/09/05,16.35,16.35
2023/09/06,16.8,16.8
2023/09/07,16.99,16.99
2023/09/08,16.16,16.16
2023/09/11,16.23,16.23
2023/09/12,16.52,16.52
2023/09/13,16.5,16.5
2023/09/14,14.75,14.75
2023/09/15,14.73,14.73
2023/09/18,16.15,16.15
2023/09/19,16.35,16.35
2023/09/20,15.41,15.41
2023/09/21,17.12,17.12
2023/09/22,16.96,16.96
2023/09/25,19.08,19.08
2023/09/26,19.77,19.77
2023/09/27,19.51,19.51
2023/09/28,18.82,18.82
2023/09/29,17.47,17.47
2023/10/02,18.92,18.92
2023/10/03,20.2,20.2
2023/10/04,20.22,20.22
2023/10/05,19.66,19.66
2023/10/06,18.65,18.65
2023/10/09,20.24,20.24
2023/10/10,18.61,18.61
2023/10/11,17.77,17.77
2023/10/12,17.16,17.16
2023/10/13,20.18,20.18
2023/10/16,19.92,19.92
2023/10/17,19.87,19.87
2023/10/18,21.64,21.64
2023/10/19,22.3,22.3
2023/10/20,23.33,23.33
2023/10/23,21.94,21.94
2023/10/24,20.99,20.99
2023/10/25,20.58,20.58
2023/10/26,21.5,21.5
2023/10/27,20.79,20.79
2023/10/30,20.95,20.95
2023/10/31,19.71,19.71
2023/11/01,18.65,18.65
2023/11/02,17.73,17.73
2023/11/03,16.84,16.84
2023/11/06,16.83,16.83
2023/11/07,16.68,16.68
2023/11/08,16.05,16.05
2023/11/09,15.77,15.77
2023/11/10,16.04,16.04
2023/11/13,15.87,15.87
2023/11/14,15.03,15.03
2023/11/15,14.81,14.81
2023/11/16,14.68,14.68
2023/11/17,13.85,13.85
2023/11/20,14.01,14.01
2023/11/21,14.07,14.07
2023/11/22,13.48,13.48
2023/11/24,13.4,13.4
2023/11/27,14.03,14.03
2023/11/28,14.17,14.17
2023/11/29,14.2,14.2
2023/11/30,13.82,13.82
2023/12/01,13.5,13.5
2023/12/04,14.12,14.12
2023/12/05,14,14
2023/12/06,14.08,14.08
2023/12/07,14.21,14.21
2023/12/08,13.7,13.7
2023/12/11,13.71,13.71
2023/12/12,13.21,13.21
2023/12/13,13.5,13.5
2023/12/14,12.45,12.45
2023/12/15,12.12,12.12
2023/12/18,12.91,12.91
2023/12/19,12.83,12.83
2023/12/20,12.74,12.74
2023/12/21,13.59,13.59
2023/12/22,13.56,13.56
2023/12/26,13.56,13.56
2023/12/27,13.43,13.43
2023/12/28,13.52,13.52
2023/12/29,13.57,13.57
2024/01/02,14.49,14.49
2024/01/03,15.49,15.49
2024/01/04,14.31,14.31
2024/01/05,14.12,14.12
2024/01/08,14,14
2024/01/09,13.7,13.7
2024/01/10,13.39,13.39
2024/01/11,13.92,13.92
2024/01/12,13.42,13.42
2024/01/16,14.15,14.15
2024/01/17,15.08,15.08
2024/01/18,14.51,14.51
2024/01/19,14.17,14.17
2024/01/22,13.85,13.85
2024/01/23,13.58,13.58
2024/01/24,13.46,13.46
2024/01/25,13.58,13.58
2024/01/26,13.61,13.61
2024/01/29,14.06,14.06
2024/01/30,14.11,14.11
2024/01/31,14.82,14.82
2024/02/01,14.81,14.81
2024/02/02,14.04,14.04
2024/02/05,14.16,14.16
2024/02/06,13.61,13.61
2024/02/07,13.64,13.64
2024/02/08,13.76,13.76
2024/02/09,13.99,13.99
2024/02/12,14.36,14.36
2024/02/13,15.03,15.03
2024/02/14,14.44,14.44
2024/02/15,14.32,14.32
2024/02/16,13.79,13.79
2024/02/20,14.2,14.2
2024/02/21,14.55,14.55
2024/02/22,13.81,13.81
2024/02/23,13.7,13.7
2024/02/26,13.44,13.44
2024/02/27,13.36,13.36
2024/02/28,13.86,13.86
2024/02/29,13.78,13.78
2024/03/01,13.78,13.78
2024/03/04,13.75,13.75
2024/03/05,14.69,14.69
2024/03/06,14.16,14.16
2024/03/07,13.9,13.9
2024/03/08,13.72,13.72
2024/03/11,14.73,14.73
2024/03/12,13.68,13.68
2024/03/13,13.14,13.14
2024/03/14,13.32,13.32
2024/03/15,13.31,13.31
2024/03/18,13.44,13.44
2024/03/19,13.12,13.12
2024/03/20,12.96,12.96
2024/03/21,12.18,12.18
2024/03/22,12.42,12.42
2024/03/25,12.49,12.49
2024/03/26,12.45,12.45
2024/03/27,12.86,12.86
2024/03/28,13.38,13.38
2024/04/01,13.38,13.38
2024/04/02,15.18,15.18
2024/04/03,14.25,14.25
2024/04/04,13.69,13.69
2024/04/05,16.12,16.12
2024/04/08,15.52,15.52
2024/04/09,16.3,16.3
2024/04/10,15.91,15.91
2024/04/11,16.7,16.7
2024/04/12,18.79,18.79
2024/04/15,18.52,18.52
2024/04/16,19.63,19.63
2024/04/17,18.47,18.47
2024/04/18,17.52,17.52
2024/04/19,18.19,18.19
2024/04/22,17.11,17.11
2024/04/23,15.79,15.79
2024/04/24,15.62,15.62
2024/04/25,16.36,16.36
2024/04/26,15.26,15.26
2024/04/29,15.11,15.11
2024/04/30,15.57,15.57
2024/05/01,,
2024/05/02,15.43,15.43
2024/05/03,14.44,14.44
2024/05/06,14.3,14.3
2024/05/07,14.09,14.09
2024/05/08,13.72,13.72
2024/05/09,13.46,13.46
2024/05/10,13.6,13.6
2024/05/13,13.92,13.92
2024/05/14,13.96,13.96
2024/05/15,13.09,13.09
2024/05/16,12.79,12.79
2024/05/17,12.13,12.13
2024/05/20,12.44,12.44
2024/05/21,12.54,12.54
2024/05/22,12.74,12.74
2024/05/23,12.52,12.52
2024/05/24,12.61,12.61
2024/05/28,13.31,13.31
2024/05/29,14.08,14.08
2024/05/30,13.98,13.98
2024/05/31,14.14,14.14
2024/06/03,14.06,14.06
2024/06/04,14.74,14.74
2024/06/05,13.93,13.93
2024/06/06,13.34,13.34
2024/06/07,13.29,13.29
2024/06/10,14.51,14.51
2024/06/11,15.76,15.76
2024/06/12,14.77,14.77
2024/06/13,16.75,16.75
2024/06/14,19.87,19.87
2024/06/17,19.91,19.91
2024/06/18,18.6,18.6
2024/06/20,17.75,17.75
2024/06/21,17.6,17.6
2024/06/24,17.38,17.38
2024/06/25,18.04,18.04
2024/06/26,18.98,18.98
2024/06/27,19.06,19.06
2024/06/28,18.3,18.3
2024/07/01,15.9,15.9
2024/07/02,15.88,15.88
2024/07/03,14.83,14.83
2024/07/05,14.43,14.43
2024/07/08,13.29,13.29
2024/07/09,14.6,14.6
2024/07/10,13.87,13.87
2024/07/11,13.42,13.42
2024/07/12,13.06,13.06
2024/07/15,13.59,13.59
2024/07/16,13.87,13.87
2024/07/17,14.55,14.55
2024/07/18,15.73,15.73
2024/07/19,16.52,16.52
2024/07/22,15.69,15.69
2024/07/23,14.8,14.8
2024/07/24,16.06,16.06
2024/07/25,16.93,16.93
2024/07/26,16.15,16.15
2024/07/29,16.83,16.83
2024/07/30,16.53,16.53
2024/07/31,15.74,15.74
2024/08/01,18.12,18.12
2024/08/02,24.52,24.52
2024/08/05,31.17,31.17
2024/08/06,25.07,25.07
2024/08/07,20.75,20.75
2024/08/08,21.63,21.63
2024/08/09,20.43,20.43
2024/08/12,19.29,19.29
2024/08/13,18.34,18.34
2024/08/14,16.76,16.76
2024/08/15,15.31,15.31
2024/08/16,14.5,14.5
2024/08/19,14.92,14.92
2024/08/20,15.46,15.46
2024/08/21,15.48,15.48
2024/08/22,16.01,16.01
2024/08/23,15.31,15.31
2024/08/26,15.66,15.66
2024/08/27,15.46,15.46
2024/08/28,15.59,15.59
2024/08/29,15.23,15.23
2024/08/30,15.27,15.27
2024/09/03,17.34,17.34
2024/09/04,19.87,19.87
2024/09/05,20.05,20.05
2024/09/06,22.58,22.58
2024/09/09,20.23,20.23
2024/09/10,19.54,19.54
2024/09/11,19.6,19.6
2024/09/12,17.53,17.53
2024/09/13,16.05,16.05
2024/09/16,17.12,17.12
2024/09/17,16.58,16.58
2024/09/18,17.06,17.06
2024/09/19,15.42,15.42
2024/09/20,16.19,16.19
2024/09/23,16.37,16.37
2024/09/24,16.02,16.02
2024/09/25,16.22,16.22
2024/09/26,16.38,16.38
2024/09/27,15.95,15.95
2024/09/30,18.06,18.06
2024/10/01,21.1,21.1
2024/10/02,19.89,19.89
2024/10/03,21.22,21.22
2024/10/04,20.25,20.25
2024/10/07,20.22,20.22
2024/10/08,20.28,20.28
2024/10/09,19.37,19.37
2024/10/10,19.19,19.19
2024/10/11,18.47,18.47
2024/10/14,17.67,17.67
2024/10/15,18.6,18.6
2024/10/16,19.21,19.21
2024/10/17,18.27,18.27
2024/10/18,17.25,17.25
2024/10/21,18.85,18.85
2024/10/22,18.62,18.62
2024/10/23,18.99,18.99
2024/10/24,19.17,19.17
2024/10/25,18.92,18.92
2024/10/28,18.66,18.66
2024/10/29,18.99,18.99
2024/10/30,19.93,19.93
2024/10/31,21.73,21.73
2024/11/01,21.09,21.09
2024/11/04,20.96,20.96
2024/11/05,20.96,20.96
