"Date","Uncertainty"
2009-01-27,1.34
2009-01-30,1.34
2009-03-18,1.34
2009-04-29,1.6307
2009-04-30,1.6307
2009-08-12,1.502
2009-09-23,1.502
2009-11-04,1.2778
2010-01-14,0.8134
2010-01-26,0.8134
2010-02-01,0.8134
2010-03-16,0.8134
2010-07-23,1.4064
2010-08-10,1.4064
2010-09-21,1.4064
2010-12-14,0.81
2011-01-25,0.7098
2011-03-15,0.7098
2011-08-01,0.7634
2011-08-09,0.7634
2011-11-01,0.8448
2011-12-13,0.8448
2012-01-24,0.6856
2012-03-13,0.6856
2012-04-24,0.6853
2012-06-19,0.6853
2012-08-01,0.9593
2012-09-12,0.9593
2012-10-23,0.6335
2012-12-11,0.6335
2013-01-29,1.0656
2013-03-19,1.0656
2013-05-01,0.7127
2013-06-18,0.7127
2013-07-30,0.6153
2013-09-17,0.6153
2013-10-29,0.7
2013-12-17,0.7
2014-01-28,0.7521
2014-03-18,0.7521
2014-04-29,0.6923
2014-06-17,0.6923
2014-07-29,0.8608
2014-09-16,0.8608
2014-10-28,0.7694
2014-12-16,0.7694
2015-01-27,0.6821
2015-03-17,0.6821
2015-04-28,1.2555
2015-06-16,1.2555
2015-07-28,0.7818
2015-09-16,0.7818
2015-10-27,0.7285
2015-12-15,0.7285
2016-01-26,0.7531
2016-03-15,0.7531
2016-04-26,0.7708
2016-06-14,0.7708
2016-07-26,0.8304
2016-09-20,0.8304
2016-11-01,0.5496
2016-12-13,0.5496
2017-02-01,0.6063
2017-03-14,0.6063
2017-05-02,0.4345
2017-06-13,0.4345
2017-07-25,0.5573
2017-09-19,0.5573
2017-11-01,0.4003
2017-12-12,0.4003
2018-01-30,0.6302
2018-03-20,0.6302
2018-05-01,0.5979
2018-06-12,0.5979
2018-08-01,0.3963
2018-09-25,0.3963
2018-11-07,0.5999
2018-12-18,0.5999
2019-01-29,0.9796
2019-03-19,0.9796
2019-04-30,1.0807
2019-06-18,1.0807
2019-07-30,0.4273
2019-09-17,0.4273
2019-10-29,0.5427
2019-12-10,0.5427
2020-01-28,0.7259
2020-03-15,0.7259
2020-04-28,9.4651
2020-06-09,9.4651
2020-07-28,6.2957
2020-09-15,6.2957
2020-11-04,2.3968
2020-12-15,2.3968
2021-01-26,1.8152
2021-03-16,1.8152
2021-04-27,2.0238
2021-06-15,2.0238
2021-07-27,2.8681
2021-09-21,2.8681
2021-11-02,1.8629
2021-12-14,1.8629
2022-01-25,1.8465
2022-03-15,1.8465
2022-05-03,1.2801
2022-06-14,1.2801
2022-07-26,1.2088
2022-09-20,1.2088
2022-11-01,2.0676
2022-12-13,2.0676
2023-02-01,1.8663
2023-03-21,1.8663
2023-05-02,1.7629
2023-06-13,1.7629
2023-07-25,0.6562
2023-09-19,0.6562
2023-11-01,0.8234
2023-12-12,0.8234
2024-01-30,1.2626
2024-03-19,1.2626
2024-05-01,0.8882
2024-06-11,0.8882
2024-07-30,0.8106
2024-09-17,0.8106
2024-11-06,0.8106
