"Date","Standardized_score","Policy","Prices","Finance","Growth","Global","Other"
"2020-01-16",-0.43630052513372,-0.0742499387652264,-0.105789735762845,-0.0947946120872862,-0.081477808910514,-0.0321530708281275,-0.0478353587797211
"2020-02-20",-0.862881484113471,-0.0999799893122344,-0.187647172058923,-0.159475470636953,-0.216311385743514,-0.0792944742821169,-0.12017299207973
"2020-04-09",-1.80135959386892,-0.291697434234456,-0.255874942310927,-0.460574896159668,-0.346284088594121,-0.083585814488236,-0.363342418081516
"2020-04-10",-1.20414625129727,-0.215026116303084,-0.0322539174454626,-0.467681802959208,-0.102137405243965,-0.0430052232606168,-0.344041786084935
"2020-05-22",-1.28946244309322,-0.282161282899084,-0.257307698395019,-0.327482525230025,-0.317248696316586,0.00146197555906261,-0.106724215811571
"2020-06-25",-0.862881484113471,-0.172205961421787,-0.149985837367363,-0.164799253403646,-0.206894043973416,-0.027034484266216,-0.141961903681043
"2020-08-20",-0.777565292317521,-0.0678463833492739,-0.111298561449371,-0.181050742083736,-0.232431036889816,-0.0596895709690803,-0.125248997576244
"2020-10-08",-1.54541101848107,-0.123184936255738,-0.33670549243235,-0.382371019306951,-0.410989741871416,-0.0716712356397019,-0.220488592974916
"2020-11-26",-1.71604340207297,-0.223120100972339,-0.289280810449852,-0.429355437546772,-0.365089956726168,-0.056856859707237,-0.352340236670605
"2021-01-14",-1.03351386770537,-0.0994826182818004,-0.175476285024842,-0.214163969912209,-0.223283209921374,-0.0179621394119917,-0.303145645153153
"2021-02-18",-0.26566814154182,-0.025320666184874,-0.0473271090471205,-0.0650913460564039,-0.0535578488936602,-0.0137871690221304,-0.0605840023376305
"2021-04-08",0.502177584621732,0.0248697470479334,0.136305344397327,0.0772396951584854,0.127457453620659,0.0263045401468526,0.110000804250475
"2021-05-14",1.27002331078528,0.176769147837036,0.222981191969935,0.20682313458081,0.318313730565777,0.0959788608914069,0.249157244940319
"2021-07-09",1.09939092719338,0.107280807230442,0.254625774329245,0.171839169103629,0.33902633860169,0.0469946898929814,0.179624148035396
"2021-07-29",-0.35098433333777,-0.186814241937845,-0.118881790324083,-0.0113220752689603,0,-0.0226441505379206,-0.0113220752689603
"2021-08-26",-0.35098433333777,-0.0635308851429219,-0.117947060854204,-0.0282964113698667,-0.0707410284246668,-0.0163248527133846,-0.0541440948327257
"2021-10-07",0.928758543601483,0.124546164850774,0.311365412126934,0.0983025086857891,0.220179827146903,0.0560457741828481,0.118318856608235
"2021-11-25",1.61128807796908,0.189455105058009,0.771922256530851,0.14960208943092,0.299204178861839,0.0613123317339834,0.139792116353482
"2022-01-20",0.246229009233882,0.0256285793537242,0.103325348407103,0.0295215281163152,0.0481752409370638,0.00762369132674073,0.0319546210929346
"2022-03-03",1.35533950258123,0.152429781455613,0.699511023762527,0.168040060279381,0.186142736562405,0.0720827580979857,0.0771331424233223
"2022-04-07",0.843442351805533,0.0846577825232319,0.421982465354999,0.060880442370102,0.161476881479498,0.0266515241276841,0.0877932559500183
"2022-05-19",2.12318522874479,0.268647926902401,0.970887830450507,0.248138246461465,0.333643393088466,0.0794389031163015,0.222428928725644
"2022-07-07",1.35533950258123,0.195825431727864,0.668325384216466,0.137321568307091,0.21613927319341,0.041440236589714,0.0962876085466884
"2022-08-25",0.928758543601483,0.175769133897913,0.395259418283733,0.089400907428306,0.158015314118865,0.0537037253102898,0.0566100445623761
"2022-10-06",1.27002331078528,0.138742042354695,0.649813347640189,0.146047598614214,0.185561128991787,0.0520282658830106,0.0978309273013874
"2022-11-24",1.27002331078528,0.171584956457133,0.538713184574857,0.123823396051532,0.249430097118209,0.0907159507703774,0.0957557258131761
"2023-03-02",0.160912817437931,0.0200520658029118,0.0710936878466874,0.0225335208760946,0.025816676819075,0.00956314608972759,0.0118537200034348
"2023-04-20",0.672809968213632,0.0818880553417908,0.302961213757016,0.0951671994512704,0.11011853207824,0.0309846695887857,0.0516902979965298
"2023-06-01",0.928758543601483,0.130635987067178,0.363060157953307,0.148050209759706,0.152740909474865,0.0433889723652208,0.0908823069812057
"2023-07-13",0.758126160009582,0.128491235207506,0.308174567739189,0.0891913129423038,0.161891523752046,0.0311240519121581,0.0392534684563785
"2023-08-31",-0.26566814154182,-0.0463448759829872,-0.079479869282299,-0.0322281924471857,-0.0762039490867802,-0.0140104816342011,-0.0174007731083664
"2023-10-12",0.0755966256419812,0.00863860694136445,0.0317571645653969,0.00809795943210899,0.0206057220266669,0.00263271830593964,0.00386445437050426
"2023-11-23",-0.60693290872562,-0.10753606152036,-0.188304825527692,-0.0918180554225938,-0.130179327730508,-0.0511224257734272,-0.0379722127510388
"2024-01-18",-0.60693290872562,-0.0790463957074437,-0.2524618955775,-0.060309156120204,-0.157623293384228,-0.0248407139858165,-0.0326514539504289
"2024-01-19",0.672809968213632,0.140996744393574,0.282277374849686,0.0791095827604215,0.100306408763214,0.0298080365664268,0.0403118208803105
"2024-02-22",-1.20414625129727,-0.165249857890796,-0.557237892887567,-0.126819658381308,-0.263887369965147,-0.0597803103480915,-0.031171161824362
"2024-04-04",-0.52161671692967,-0.0586270889826415,-0.193962518690234,-0.045111809902531,-0.148668069881215,-0.0387194481754517,-0.0365277812975959
"2024-05-10",-0.180351949745869,-0.0231604039919427,-0.0628876998345812,-0.0180767507233763,-0.0454342853430454,-0.0136856932679661,-0.0171071165849577
"2024-07-04",-0.0097195661539691,-0.00138520347568471,-0.00405114162077338,-0.000875422148833679,-0.00178654882639622,-0.000669129316178008,-0.000952120766103095
"2024-08-22",0.502177584621732,0.0537604574718503,0.196265525136113,0.0593402084120918,0.129972769917529,0.0309986163346748,0.0318400073494731
