"Date","Standardized_score","Policy","Growth","Prices","Global","Other","Finance"
"2007/08/07",-1.13465370494741,0,-0.226930740989482,-0.226930740989482,0,-0.226930740989482,0
"2007/09/18",-0.869910087719522,0,-0.21747752192988,-0.21747752192988,-0.21747752192988,-0.21747752192988,0
"2007/10/31",-0.0168473210963203,-0.00421183027408007,0.00430542650239296,-0.00430542650239296,-0.00421183027408007,0,-0.00421183027408007
"2007/12/11",-1.07582179000788,0,-0.134836331014321,-0.215164358001576,-0.215164358001576,-0.286885810668768,-0.00860657432006305
"2008/01/30",-1.60530902446366,0,-0.300995442086936,-0.401327256115915,-0.401327256115915,-0.702322698202852,0.200663628057958
"2008/03/18",-1.22290157735671,0,-0.244580315471342,-0.244580315471342,-0.244580315471342,-0.183435236603506,-0.0611450788678354
"2008/04/30",-1.51706115205436,-0.072241007240684,-0.505687050684788,-0.650169065166156,0,-0.216723021722052,-0.072241007240684
"2008/06/25",-0.134511150975383,-0.0149456834417092,-0.0457337913316301,-0.0307881078899209,0,0.00089674100650255,0.00089674100650255
"2008/08/05",0.336144168540867,0.024010297752919,0.024010297752919,0.146348481541602,0,-0.00228669502408753,0.0480205955058381
"2008/09/16",-0.311006895793976,-0.0222147782709983,-0.0222147782709983,-0.13328866962599,-0.0222147782709983,-0.0222147782709983,-0.0444295565419966
"2008/10/29",-2.66428349337522,-0.88809449779174,-1.92420474521544,-0.296031499263913,0,0,0.88809449779174
"2008/12/16",-0.781662215310225,0,-0.286609478947083,-0.10422162870803,-0.10422162870803,-0.052110814354015,-0.234498664593068
"2009/01/28",-0.693414342900928,-0.0924552457201238,-0.647186720040866,-0.0924552457201238,-0.0554731474320743,-0.0277365737160371,0.221892589728297
"2009/03/18",-0.899326045189287,-0.149887674198215,-0.0374719185495536,-0.0749438370991073,-0.224831511297322,0,-0.41219110404509
"2009/04/29",-1.07582179000788,-0.26895544750197,0,-0.0672388618754926,0,-0.403433171252955,-0.336194309377463
"2009/06/24",0.365560126010632,0,0.0843527629270012,0.0812355835579183,0,0.0365560126010632,0.0415623915877721
"2009/08/12",0.0714005513129764,0,0.0130378267686055,0.0158667891806614,0,0.0105778594537743,0.0160512867292738
"2009/09/23",-0.899326045189287,0,-0.524606859693751,-0.224831511297322,0,0.149887674198215,-0.299775348396429
"2009/11/04",-0.781662215310225,-0.0260554071770075,-0.332206441506846,-0.130277035885038,0,-0.175873998444801,-0.117249332296534
"2009/12/16",-0.663998385431163,-0.0245925327937468,-0.391021271420574,-0.122962663968734,0,-0.0885331180574884,-0.0368887991906202
"2010/01/27",-1.13465370494741,-0.0315181584707614,-0.261702386786258,-0.160640936721945,-0.0945544754122843,-0.113465370494741,-0.283663426236853
"2010/03/16",-0.399254768203273,-0.0120986293394931,-0.0714209409395884,-0.0616639817948359,0,-0.108887664055438,-0.0725917760369587
"2010/04/28",-0.546334555552101,-0.0662223703699516,-0.149763263866607,-0.0843801170842931,0,-0.047301693121394,-0.0993335555549274
"2010/06/23",-1.63472498193343,-0.181636109103714,-0.480105861302786,-0.367529314514546,0,-0.128658910615131,-0.204340622741678
"2010/08/10",-1.5758930669939,-0.0583664098886628,-0.534513437927754,-0.466931279109302,0,-0.1658834807362,-0.175099229665988
"2010/09/21",-1.75238881181249,-0.0584129603937496,-0.535506247557105,-0.291498296964929,0,-0.166015782171709,-0.175238881181249
"2010/11/03",-0.869910087719522,-0.0223053868646031,-0.338102706158195,-0.146896904922601,0,-0.0614823671019812,-0.100374240890714
"2010/12/14",-0.987573917598584,-0.0274326088221829,-0.411489132332743,-0.178311957344189,0,-0.246893479399646,-0.0411489132332743
"2011/01/26",-0.605166470491632,-0.0201722156830544,-0.184300697831542,-0.131119401939854,0,-0.0577658903651103,-0.0302583235245816
"2011/03/15",0.100816508782742,0.00280045857729839,0.0420068786594758,0.0353168942803741,-0.000311162064144265,0.00840137573189517,0.00420068786594758
"2011/04/27",-0.163927108445148,-0.013660592370429,-0.112699887056039,-0.109284738963432,0.040981777111287,0.040981777111287,-0.0102454442778218
"2011/06/22",-0.193343065914914,-0.0138102189939224,-0.0828613139635344,0.0138102189939224,0,-0.0552408759756896,-0.0276204379878448
"2011/08/09",-1.10523774747765,-0.0552618873738823,-0.397885589091953,-0.497356986364941,0,-0.0442095098991059,0
"2011/09/21",-1.13465370494741,-0.10637378483882,-0.567326852473706,-0.248205497957246,0,-0.0709158565592132,-0.0709158565592132
"2011/11/02",-0.634582427961397,-0.0244070164600537,-0.292884197520645,-0.170849115220376,0,-0.097628065840215,0
"2011/12/13",-1.16406966241718,-0.052912257382599,-0.423298059060792,-0.264561286912995,0,-0.211649029530396,0
"2012/01/25",-1.13465370494741,-0.0455887649309228,-0.521738087542783,-0.236386188530711,0,-0.0472772377061422,0
"2012/03/13",-0.222759023384679,-0.00806367505464902,-0.0679742608122367,-0.0257029642366938,0,-0.0171353094911292,-0.00107095684319557
"2012/04/25",-0.252174980854445,-0.00847646994468722,-0.108604771166305,-0.0450312465811509,0,-0.0180124986324603,0
"2012/06/20",-1.25231753482647,-0.131545959540596,-0.449887181628838,-0.223628131219013,0,-0.0894512524876053,-0.0894512524876053
"2012/08/01",-1.10523774747765,-0.0371508486547108,-0.554940801779743,-0.197363883478151,0,0,0
"2012/09/13",-0.840494130249756,0.00336561502372738,-0.392230594116553,-0.180105885053519,0,0,-0.0313820860320526
"2012/10/24",-0.163927108445148,0.000384805418885324,-0.109669544382317,0,0,0,-0.027321184740858
"2012/12/12",-0.575750513021866,-0.0709692472648481,-0.179357062744659,-0.143937628255467,0,-0.00156453943755942,0
"2013/01/30",-0.0462632785660858,-0.00570259162880572,-0.0188747751094274,-0.0116561776074708,0,-0.00280109694443098,-0.00144572745519018
"2013/03/20",0.189064381192039,-0.0212884992711274,0.126324266600038,-0.0095188664141825,0,0.0305260198799646,0
"2013/05/01",-0.399254768203273,-0.0437455070099265,-0.15588187709171,-0.0894164324621913,0,-0.0214876698164956,0
"2013/06/19",-0.163927108445148,-0.0179611492277863,-0.0548953434145018,-0.027605780415242,0,-0.00882246590590207,0
"2013/07/31",-0.193343065914914,-0.0338277460725943,-0.0685303476470659,-0.0344747746208578,0,0.000355410047637709,0
"2013/09/18",0.100816508782742,0.0115924226228758,0.039804228913424,0.0179764730733933,0,-0.000185324464674158,0.00197679428985769
"2013/10/30",-0.575750513021866,-0.0323352031534772,-0.272473891975746,-0.102661396623384,0,-0.0328093123229372,0
"2013/12/18",0.159648423722273,0.007407374971241,0.0764034119305795,0.0226214955796949,0,0.00760230589153682,0
"2014/01/29",0.306728211071101,0.01494316925731,0.185196988466583,0.0460092316606651,0,-0.000766820527677752,0
"2014/03/19",-0.369838810733507,0.000778608022596857,-0.234361014801654,-0.068128201977225,0,-0.0291978008473821,0
"2014/04/30",-0.0462632785660858,9.73963759286018e-05,-0.0329686732518317,-0.00730472819464513,0,-0.00121745469910752,0
"2014/06/18",0.218480338661804,-0.000514071385086598,0.129616089685244,0.0385553538814949,0,-0.000584172028507498,0
"2014/07/30",-0.0756792360358514,0.000189198090089629,-0.0429840041817913,-0.0141898567567221,0,0.000225235821535272,0
"2014/09/17",0.0125686363734453,-2.79303030521007e-05,0.00634549885055106,0.00279303030521007,0,-3.32503607763103e-05,0.000698257576302516
"2014/10/29",-0.134511150975383,0,-0.0639124620862563,-0.0411006294647002,0,0.000393307458992347,-0.00747284172085459
"2014/12/17",0.189064381192039,0,0.0997563379710625,0.0425394857682087,0,-0.000497537845242207,0.00945321905960194
"2015/01/28",-0.28159093832421,-0.0117329557635088,-0.14666194704386,-0.0527983009357895,0,0,-0.0351988672905263
"2015/03/18",0.0714005513129764,0,0.0476003675419843,0.00793339459033071,0.00396669729516536,0,0.00396669729516536
"2015/04/29",-0.634582427961397,0,-0.356952615728286,-0.118984205242762,-0.0396614017475873,-0.0396614017475873,-0.0396614017475873
"2015/06/17",-1.22290157735671,0,-0.731343100183914,-0.287741547613343,-0.0239784623011119,-0.0359676934516679,-0.0719353869033358
"2015/07/29",-0.222759023384679,0,-0.141544796109015,-0.0417673168846274,-0.00464081298718082,-0.00696121948077123,-0.0139224389615425
"2015/09/17",0.336144168540867,0,0.177958677462812,0.0593195591542706,0.00659106212825229,0.0131821242565046,0.0197731863847569
"2015/10/28",0.0714005513129764,0.00111563361426526,0.0353283977850665,0.0133876033711831,0.00148751148568701,0.00223126722853051,0.00446253445706103
"2015/12/16",0.453807998419929,0.00756346664033215,0.234467465850297,0.128578932885647,0.00756346664033215,0.0151269332806643,0.0302538665613286
"2016/01/27",0.277312253601335,-0.00112272167449933,0.17888698680356,0,0,0.0142211412103249,0.0213317118154873
"2016/03/16",0.77738353058735,-0.00314730174326862,0.453566791550083,0.119597466244208,-0.00192899139103561,0.0298993665610519,0.0597987331221039
"2016/04/27",0.453807998419929,-0.00183727934582967,0.257831534864764,0.0349083075707638,0,0.0930888201887033,0.0349083075707638
"2016/06/15",0.747967573117584,-0.0030282087980469,0.520851913264067,0.0575359671628911,0.0287679835814456,0.0287679835814456,0.0575359671628911
"2016/07/27",-0.105095193505617,0.000395094712427131,-0.0754630900735821,-0.0075067995361155,0,0,-0.0075067995361155
"2016/09/21",0.130232466252508,-0.000623121848098122,0.0953376427590127,0.0118393151138643,0,0,0.0118393151138643
"2016/11/02",0.659719700708288,-0.00315655359190568,0.392990922192258,0.134942666053968,0.014993629561552,0,0.059974518246208
"2016/12/14",0.953879275405944,-0.0733753288773803,0.697065624335113,0.238469818851486,0.0183438322193451,0,0.0733753288773803
"2017/02/01",0.836215445526881,-0.0696846204605734,0.580705170504779,0.116141034100956,0,0.0696846204605734,0.0696846204605734
"2017/03/15",0.306728211071101,-0.0255606842559251,0.204485474047401,0.1022427370237,0,0,0.0255606842559251
"2017/05/03",-0.134511150975383,0.0134511150975383,-0.0941578056827678,-0.0269022301950765,0,0,-0.0134511150975383
"2017/06/14",0.453807998419929,-0.0349083075707638,0.314174768136874,0.139633230283055,0.0174541537853819,0,0.0174541537853819
"2017/07/26",0.394976083480398,-0.0359069166800361,0.323162250120325,0.107720750040108,0,0,0
"2017/09/20",0.542055870829226,-0.0451713225691021,0.406541903121919,0.180685290276409,0,0,0
"2017/11/01",0.189064381192039,-0.0157553650993366,0.141798285894029,0.0630214603973462,0,0,0
"2017/12/13",0.0125686363734453,-5.8188131358543e-05,0.00634250631808119,0.0041895454578151,0,0,0
"2018/01/31",0.77738353058735,0.0345503791372156,0.431879739215195,0.15547670611747,0,0,0
"2018/03/21",0.689135658178053,0.0235601934419847,0.294502418024809,0.159031305733397,0,0,0
