"Date","Standardized_sentiment_score","Standardized_uncertainty_score"
"1 July 2022",-0.173489730052535,-0.458590617841287
"10 December 2020",-0.148939811885596,-0.538787017186622
"10 June 2021",-0.418170581116365,-0.692633171032776
"10 March 2022",-0.00512710285549528,-0.453502736250168
"10 May 2001",0.0818294188836352,0.307366828967224
"10 May 2023",-0.0720167349625187,-0.538787017186622
"10 September 2020",-0.293170581116365,-0.567633171032776
"11 April 2024",0.0291978399362667,-0.587370013138039
"11 March 2021",-0.251503914449698,-0.692633171032776
"12 June 2024",0.241829418883635,-0.572633171032776
"12 March 2020",-0.0999887629345467,-0.692633171032776
"12 September 2019",0.0818294188836352,-0.692633171032776
"13 December 2018",1.08182941888364,-0.692633171032776
"13 March 2024",-0.00512710285549528,-0.562198388424081
"13 September 2001",0.0818294188836352,-0.692633171032776
"13 September 2018",0.0818294188836352,0.307366828967224
"14 April 2022",-0.145443308389092,-0.510814989214595
"14 December 2017",0.0818294188836352,-0.692633171032776
"14 December 2023",-0.00907967202545576,-0.601724080123685
"14 June 2018",0.581829418883635,-0.192633171032776
"14 September 2022",-0.240751226277655,-0.434568654903744
"16 December 2021",-0.0610277239735077,-0.549776028175633
"16 July 2020",-0.293170581116365,-0.567633171032776
"16 March 2000",0.269329418883635,-0.255133171032776
"17 September 2001",0.0818294188836352,-0.442633171032776
"18 July 2024",0.134460997831004,-0.534738434190671
"18 March 1999",0.415162752216968,-0.692633171032776
"19 January 2017",0.0818294188836352,-0.692633171032776
"2 August 2023",0.0818294188836352,-0.601724080123685
"2 June 2016",0.0818294188836352,-0.692633171032776
"2 May 2013",0.0818294188836352,0.307366828967224
"20 July 2017",0.0818294188836352,-0.692633171032776
"20 September 2023",-0.0134086763544601,-0.549776028175633
"21 December 2022",-0.305267355309913,-0.466826719419873
"21 January 2021",-0.251503914449698,-0.692633171032776
"21 June 2023",-0.140392803338587,-0.581522059921665
"21 October 1999",1.08182941888364,-0.692633171032776
"22 April 2021",-0.418170581116365,-0.692633171032776
"22 July 2021",-0.0134086763544601,-0.549776028175633
"22 March 2023",0.158752495806712,-0.538787017186622
"23 November 2022",-0.203884866830651,-0.478347456747062
"25 January 2018",0.0818294188836352,-0.692633171032776
"25 January 2024",-0.0515039144496982,-0.559299837699443
"25 July 2019",-0.584837247783031,-0.692633171032776
"25 October 2018",0.0818294188836352,0.307366828967224
"26 July 2018",0.0818294188836352,0.307366828967224
"26 October 2017",0.0818294188836352,-0.692633171032776
"26 October 2023",0.0291978399362667,-0.587370013138039
"27 April 2000",0.510400847455064,-0.406918885318491
"27 April 2017",0.0818294188836352,-0.692633171032776
"27 July 2022",0.167543704597921,-0.492633171032776
"28 October 2021",-0.148939811885596,-0.615710094109699
"29 October 2020",-0.203884866830651,-0.406918885318491
"3 February 2022",-0.10335576630155,-0.544485022884628
"3 January 2002",0.0818294188836352,0.307366828967224
"30 April 2020",-0.00150391444969818,-0.52596650436611
"31 August 2000",0.304051641105857,-0.470410948810554
"4 January 2001",0.0818294188836352,0.307366828967224
"4 June 2020",-0.203884866830651,-0.549776028175633
"4 March 1999",0.0818294188836352,-0.692633171032776
"5 June 2014",0.0818294188836352,-0.692633171032776
"7 March 2019",1.08182941888364,-0.692633171032776
"7 March 2024",0.0318294188836351,-0.442633171032776
"7 May 2009",0.0818294188836352,0.307366828967224
"7 September 2017",0.0818294188836352,-0.692633171032776
"8 April 1999",1.08182941888364,-0.692633171032776
"8 December 2016",0.415162752216968,-0.692633171032776
"8 February 2023",-0.236352399298183,-0.55626953466914
"8 June 2000",-0.168170581116365,-0.442633171032776
"8 June 2017",0.0818294188836352,-0.692633171032776
"8 October 2008",-0.105670581116365,-0.505133171032776
"9 March 2017",0.0818294188836352,-0.692633171032776
"9 September 2021",-0.148939811885596,-0.615710094109699
