"Date","Standardized_score","None","Policy","Growth","Global","Prices","Other","Finance"
"1994-02-04",-0.946576239678795,-0.315525413226265,-0.552169473145964,-0.0788813533065662,0,0,0,0
"1994-03-22",0.229568323908811,0.114784161954405,0.114784161954405,0,0,0,0,0
"1994-05-17",1.21545420809254,0,0.60772710404627,0.60772710404627,0.60772710404627,-0.60772710404627,0,0
"1994-08-16",0.71386314420959,0.237954381403196,0.237954381403196,0.237954381403196,0,0,0,0
"1994-11-15",0.921418067195638,0,0.307139355731879,0.307139355731879,0.307139355731879,0,0,0
"1995-02-01",1.42300913107859,0,0.474336377026196,0.474336377026196,0.474336377026196,0,0,0
"1995-07-06",-1.77679593162299,-1.18453062108199,-0.296132655270498,0,0,-0.296132655270498,0,0
"1995-12-19",-2.8318667901354,-1.8879111934236,-0.4719777983559,0,0,-0.4719777983559,0,0
"1996-01-31",-1.01576121400748,-0.677174142671652,-0.338587071335826,0,0,0,0,0
"1997-03-25",-1.39627857281523,0,-0.279255714563046,-0.139627857281523,0,-0.744681905501457,-0.232713095469205,0
"1998-09-29",-4.59608363551681,0,0,-1.5320278785056,-0.766013939252801,-0.766013939252801,0,-1.5320278785056
"1998-11-17",-1.25790862415787,-0.838605749438578,0,0,0,-0.209651437359645,0,-0.209651437359645
